"event","time","poss.position","poss.team","poss.player","poss.action","poss.location","poss.play.destination","play.type","def.position","def.team","def.player","def.action","def.location","gk.ball.stop","gk.s.o.g.attempt","poss.player.disciplinary","poss.notes","def.player.disciplinary","def.notes","CORRECTION COMMENTS","NA","NA.1","NA.2","NA.3","NA.4","xG","poss.number","def.number"
"754","46","GK","HOU","Williams","passes.f.c","D18","DM3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"755","46","D","HOU","Moros","passes.s.c","DM3L","DM3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"756","46","D","HOU","Brush","passes.f","DM3R",NA,NA,"M","SBFC","Lytle","interceptions","AM3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"757","46","M","SBFC","Lytle","passes.f","AM3L","A3L",NA,"M","HOU","Andressa","pressured","DM3R",NA,NA,NA,"out.of.bounds.lost.poss",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"758","46","D","HOU","Poliana","passes.f.c","D3R","D3R","throw.in",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"759","46","M","HOU","Andressa","passes.f.c","D3R","A3R","launch","M","SBFC","Lytle","pressured","A3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"760","46","F","HOU","Daly","take.on.lost","A3R",NA,NA,"D","SBFC","Skroski","tackles.ball","D3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"761","47","D","SBFC","Skroski","passes.f.c","D3L","D3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"762","47","D","SBFC","O'Hara","passes.b","D3L",NA,"lay.off","F","HOU","O'Sullivan","pressured","A3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"762","47",NA,NA,NA,NA,NA,NA,NA,"F","HOU","Daly","interceptions","A3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"763","47","F","HOU","Daly","passes.b.c","A3R","A3R",NA,"D","SBFC","O'Hara","pressured","D3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"763","47",NA,NA,NA,NA,NA,NA,NA,"D","SBFC","Skroski","pressured","D3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"764","47","F","HOU","O'Sullivan","passes.s.c","A3R","A3R",NA,"M","SBFC","Killion","challenged","D3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"765","47","F","HOU","Daly","passes.b.c","A3R","A3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"766","47","M","HOU","Andressa","take.on.won","A3R",NA,NA,"M","SBFC","Killion","dribbled.out.run","D3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"766","47",NA,NA,NA,NA,NA,NA,NA,"D","SBFC","O'Hara","pressured","D3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"767","47","M","HOU","Andressa","take.on.won","A3R",NA,NA,"M","SBFC","Killion","dribbled.tackles.missed","D3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"768","47","M","HOU","Andressa","take.on.won","A3R",NA,NA,"M","SBFC","Nick","dribbled.tackles.missed","D3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"769","47","M","HOU","Andressa","passes.s","A3R",NA,"corner.crosses","GK","SBFC","Stanley","gk.high.balls.won","D6","punched.to.danger",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"770","47","F","HOU","Ubogagu","recoveries","A18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"771","47","F","HOU","Ubogagu","passes.b.c","A18","A3C",NA,"M","SBFC","Hayes","challenged","D18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"772","47","D","HOU","Chapman","lost.touch","A3C",NA,NA,"M","SBFC","Hayes","challenged","D3C",NA,NA,"fouls.conceded",NA,"fouls.won",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"773","47","M","SBFC","Killion","passes.f.c","D3C","DM3R","free.kick",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"774","47","M","SBFC","Hayes","passes.s.c","DM3R","DM3R",NA,"F","HOU","O'Sullivan","pressured","AM3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"775","47","D","SBFC","Simon","passes.b.c","DM3R","DM3R",NA,"D","HOU","Chapman","pressured","AM3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"776","47","M","SBFC","Killion","passes.b.c","DM3R","D3C",NA,"F","HOU","O'Sullivan","pressured","AM3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"777","47","D","SBFC","Skroski","passes.f.c","D3C","D3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"778","47","M","SBFC","Nick","passes.f.c","D3C","D3L",NA,"M","HOU","Andressa","pressured","A3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"779","47","D","SBFC","O'Hara","passes.b","D3L",NA,NA,"F","HOU","Daly","challenged","A3R",NA,NA,"fouls.won",NA,"fouls.conceded",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"780","48","D","SBFC","O'Hara","passes.f","D3L",NA,"launch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"780","48",NA,NA,NA,NA,NA,NA,"free.kick","D","HOU","Brush","blocks","D3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"781","48","F","SBFC","Rodriguez","recoveries","AM3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"782","48","F","SBFC","Rodriguez","passes.b.c","AM3L","DM3L",NA,"M","HOU","Andressa","pressured","DM3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"782","48",NA,NA,NA,NA,NA,NA,NA,"M","HOU","Privett","pressured","DM3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"783","48","D","SBFC","O'Hara","passes.f.c","DM3L","DM3C",NA,"F","HOU","Daly","pressured","AM3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"784","48","M","SBFC","Nick","passes.f","DM3C",NA,NA,"F","HOU","Ubogagu","interceptions","AM3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"785","48","F","HOU","Ubogagu","passes.f.c","AM3C","AM3C",NA,"M","SBFC","Nick","pressured","DM3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"786","48","M","HOU","Andressa","movement","AM3C","A3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"787","48","M","HOU","Andressa","passes.f.c","A3C","A18","through","M","SBFC","Nick","pressured","D3C",NA,NA,NA,"key.passes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"788","48","F","HOU","Daly","shots.stopped.by.gk","A18",NA,NA,"GK","SBFC","Stanley","gk.s.o.g.stop","D6","parried.to.danger","diving",NA,"big.chances.shot.on.goal",NA,"big.chances.stopped",NA,NA,NA,NA,NA,NA,NA,NA,NA
"789","48","F","HOU","Ohai","offside.calls","A6",NA,NA,"D","SBFC","Simon","pressured","D6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"790","48","GK","SBFC","Stanley","passes.f","D6",NA,"free.kick",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"790","48",NA,NA,NA,NA,NA,NA,"launch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"791","48",NA,NA,NA,"playcutoffbybroadcast",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"792","49","GK","HOU","Williams","passes.f.c","D3C","DM3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"793","49","D","HOU","Moros","passes.s.c","DM3L","DM3L",NA,"F","SBFC","Kai","pressured","AM3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"794","49","D","HOU","Chapman","passes.f","DM3L",NA,"launch","D","SBFC","Rampone","blocks","D3R",NA,NA,NA,"out.of.bounds.keep.poss",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"795","49","D","HOU","Chapman","passes.b.c","A3L","A3L","throw.in",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"796","49","F","HOU","O'Sullivan","passes.f.c","A3L","A3L",NA,"M","SBFC","Killion","pressured","D3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"797","49","D","HOU","Chapman","passes.s","A3L",NA,"corner.crosses","M","SBFC","Hayes","pressured","D3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"797","49",NA,NA,NA,NA,NA,NA,NA,"GK","SBFC","Stanley","gk.high.balls.won","D6","caught",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"798","49","GK","SBFC","Stanley","passes.f.c","D18","DM3L","gk.throws",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"799","49","D","SBFC","O'Hara","passes.f.c","DM3L","DM3L",NA,"M","HOU","Andressa","pressured","AM3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"800","49","M","SBFC","Lytle","passes.b","DM3L",NA,NA,"M","HOU","Andressa","interceptions","AM3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"801","49","M","HOU","Andressa","movement","AM3R","DM3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"802","49","M","HOU","Andressa","passes.f.c","DM3R","AM3C",NA,"M","SBFC","Lytle","pressured","AM3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"802","49",NA,NA,NA,NA,NA,NA,NA,"F","SBFC","Rodriguez","pressured","AM3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"803","50","F","HOU","Ubogagu","passes.s.c","AM3C","AM3C",NA,"D","SBFC","Skroski","pressured","DM3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"804","50","F","HOU","O'Sullivan","passes.f","AM3C",NA,"through","GK","SBFC","Stanley","gk.loose.balls.won","D18","collected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"805","50","GK","SBFC","Stanley","passes.f","D3C",NA,"launch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"806","50","M","HOU","Privett","recoveries","DM3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"807","50","M","HOU","Privett","passes.f","DM3C",NA,"headed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"808","50","D","SBFC","Simon","recoveries","DM3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"809","50","D","SBFC","Simon","lost.touch","DM3R",NA,NA,"F","HOU","Ohai","pressured","AM3L",NA,NA,NA,"out.of.bounds.lost.poss",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"810","50","F","HOU","Ohai","passes.f.c","AM3L","AM3L","throw.in",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"811","50","F","HOU","O'Sullivan","passes.b","AM3L",NA,NA,"M","SBFC","Nick","pressured","DM3R",NA,NA,NA,"out.of.bounds.lost.poss",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"812","50","M","SBFC","Hayes","passes.b.c","DM3R","D3R","throw.in",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"813","50","D","SBFC","Rampone","passes.f.c","D3R","AM3R",NA,"F","HOU","Ubogagu","pressured","A3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"814","50","F","SBFC","Kai","lost.touch","AM3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"815","50","M","HOU","Privett","recoveries","AM3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"816","50","M","HOU","Privett","lost.touch","AM3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"817","50","F","SBFC","Rodriguez","recoveries","AM3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"818","50","F","SBFC","Rodriguez","passes.f","AM3R",NA,"through","D","HOU","Poliana","pressured","DM3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"819","50","D","HOU","Chapman","recoveries","D3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"820","50","D","HOU","Chapman","passes.b.c","D3L","D18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"821","50","GK","HOU","Williams","passes.f.c","D18","D3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"822","50","D","HOU","Moros","passes.b.c","D3L","D18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"823","51","GK","HOU","Williams","passes.f.c","D18","D3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"824","51","D","HOU","Brush","movement","D3R","DM3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"825","51","D","HOU","Brush","take.on.won","DM3R",NA,NA,"F","SBFC","Rodriguez","dribbled.turned","AM3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"826","51","D","HOU","Brush","passes.f.c","DM3R","AM3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"827","51","F","HOU","Daly","passes.s.c","AM3R","AM3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"828","51","D","HOU","Poliana","passes.f","AM3R",NA,NA,"D","SBFC","Skroski","blocks","D3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"829","51","F","HOU","O'Sullivan","passes.f.c","A3C","A3C",NA,"M","SBFC","Nick","challenged","D3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"830","51","F","HOU","Daly","take.on.won","A3C",NA,NA,"M","SBFC","Killion","dribbled.tackles.missed","D3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"831","51","F","HOU","Daly","take.on.lost","A3C",NA,NA,"M","SBFC","Nick","tackles.ball","D3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"832","51","M","SBFC","Nick","passes.s.c","D3C","D3C",NA,"F","HOU","O'Sullivan","pressured","A3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"833","51","M","SBFC","Hayes","passes.s.c","D3C","D3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"834","51","M","SBFC","Killion","passes.f.c","D3C","DM3L",NA,"F","HOU","Ubogagu","pressured","A3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"834","51",NA,NA,NA,NA,NA,NA,NA,"F","HOU","Daly","pressured","A3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"835","51","M","SBFC","Lytle","passes.s.c","DM3L","DM3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"836","51","D","SBFC","O'Hara","passes.f.c","DM3L","DM3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"837","51","M","SBFC","Lytle","passes.b.c","DM3L","DM3L",NA,"F","HOU","O'Sullivan","pressured","AM3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"838","51","M","SBFC","Killion","passes.f","DM3L",NA,"launch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"839","51","D","HOU","Brush","recoveries","DM3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"840","51","D","HOU","Brush","passes.f.c","DM3R","DM3R","headed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"841","51","F","HOU","Daly","passes.f","DM3R",NA,NA,"F","SBFC","Rodriguez","pressured","AM3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"841","51",NA,NA,NA,NA,NA,NA,NA,"M","SBFC","Killion","interceptions","DM3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"842","51","M","SBFC","Killion","passes.f","DM3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"843","51","D","HOU","Brush","recoveries","DM3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"844","51","D","HOU","Brush","passes.f.c","DM3R","DM3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"845","51","M","HOU","Privett","passes.b.c","DM3R","D3C",NA,"F","SBFC","Kai","challenged","AM3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"846","51","D","HOU","Moros","passes.s.c","D3C","DM3L",NA,"F","SBFC","Kai","pressured","A3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"847","51","D","HOU","Chapman","passes.b.c","DM3L","D3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"848","51","D","HOU","Moros","passes.s.c","D3L","DM3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"849","52","D","HOU","Brush","passes.f","DM3R",NA,"launch","D","SBFC","O'Hara","blocks","DM3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"850","52","M","SBFC","Killion","passes.f.c","DM3L","AM3L",NA,"M","HOU","Andressa","pressured","AM3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"851","52","F","SBFC","Rodriguez","dispossessed","AM3L",NA,NA,"M","HOU","Privett","tackles.ball","DM3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"852","52","M","HOU","Andressa","recoveries","DM3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"853","52","M","HOU","Andressa","movement","DM3R","AM3R",NA,"M","SBFC","Lytle","pressured","AM3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"854","52","M","HOU","Andressa","passes.s","AM3R",NA,NA,"M","SBFC","Lytle","pressured","DM3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"855","52","M","SBFC","Nick","recoveries","D3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"856","52","M","SBFC","Nick","dispossessed","D3C",NA,NA,"F","HOU","O'Sullivan","tackles.ball","A3C",NA,NA,"fouls.conceded",NA,"fouls.won",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"857","52","F","HOU","Ubogagu","shots.missed","A3C",NA,"free.kick","GK","SBFC","Stanley","gk.shot.miss","D6",NA,NA,NA,"out.of.bounds.lost.poss",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"858","53","GK","SBFC","Stanley","passes.f","D6",NA,"launch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"858","53",NA,NA,NA,NA,NA,NA,"goal.kick",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"859","53","M","SBFC","Nick","aerial.lost","DM3C",NA,NA,"M","HOU","Andressa","aerial.won","AM3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"860","53","D","SBFC","O'Hara","recoveries","DM3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"861","53","D","SBFC","O'Hara","passes.f","DM3L",NA,NA,"F","HOU","Daly","interceptions","AM3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"862","53","F","HOU","Daly","passes.b.c","AM3R","AM3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"863","53","M","HOU","Andressa","passes.b.c","AM3R","AM3R",NA,"F","SBFC","Rodriguez","pressured","DM3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"863","53",NA,NA,NA,NA,NA,NA,NA,"M","SBFC","Lytle","pressured","DM3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"864","53","D","HOU","Poliana","passes.f","AM3R",NA,NA,"D","SBFC","O'Hara","blocks","DM3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"865","53","F","SBFC","Rodriguez","recoveries","DM3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"866","53","F","SBFC","Rodriguez","passes.f","DM3L",NA,NA,"D","HOU","Poliana","blocks","AM3R",NA,NA,NA,"out.of.bounds.keep.poss",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"867","53","D","SBFC","O'Hara","passes.f.c","DM3L","A3L","throw.in",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"868","53","F","SBFC","Kai","lost.touch","A3L",NA,NA,"D","HOU","Brush","challenged","D3R",NA,NA,"fouls.won",NA,"fouls.conceded",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"869","54","D","SBFC","O'Hara","passes.f.c","A3L","A18","free.kick",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"869","54",NA,NA,NA,NA,NA,NA,"corner.crosses",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"870","54","F","SBFC","Kai","aerial.won","A18",NA,NA,"D","HOU","Moros","aerial.lost","D18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"870","54",NA,NA,NA,NA,NA,NA,NA,"GK","HOU","Williams","gk.loose.balls.won","D6","collected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"871","54","GK","HOU","Williams","passes.f.c","D18","DM3R","gk.throws",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"872","54","D","HOU","Poliana","take.on.won","DM3R",NA,NA,"M","SBFC","Lytle","dribbled.out.run","AM3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"873","54","D","HOU","Poliana","passes.f.c","DM3R","AM3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"874","54","M","HOU","Andressa","movement","AM3R","A3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"875","54","M","HOU","Andressa","passes.f","A3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"out.of.bounds.lost.poss",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"876","55","GK","SBFC","Stanley","passes.f","D6",NA,"goal.kick",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"876","55",NA,NA,NA,NA,NA,NA,"launch","F","HOU","Daly","blocks","AM3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"877","55","F","HOU","Ohai","recoveries","A3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"878","55","F","HOU","Ohai","shots.blocked","A18",NA,NA,"D","SBFC","Skroski","blocks","D18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
