"event","time","poss.position","poss.team","poss.number","poss.player","poss.action","poss.location","poss.play.destination","play.type","def.position","def.team","def.number","def.player","def.action","def.location","gk.ball.stop","gk.s.o.g.attempt","poss.player.disciplinary","poss.notes","def.player.disciplinary","def.notes","xG"
726,"54","D","WAS",NA,"Oyster","recoveries","A3C",NA,NA,"F","WNYF",NA,"Doniak","pressured","D3C",NA,NA,NA,NA,NA,NA,NA
727,"54","D","WAS",NA,"Oyster","passes.b.c","A3C","A3R",NA,"F","WNYF",NA,"Doniak","pressured","D3C",NA,NA,NA,NA,NA,NA,NA
728,"55","M","WAS",NA,"Matheson","passes.f.c","A3R","A3R",NA,"F","WNYF",NA,"Smith","pressured","D3L",NA,NA,NA,NA,NA,NA,NA
729,"55","D","WAS",NA,"Krieger","passes.b.c","A3R","A3R",NA,"F","WNYF",NA,"Leon","pressured","D3L",NA,NA,NA,NA,NA,NA,NA
730,"55","M","WAS",NA,"Matheson","passes.f.c","A3R","A18","corner.crosses","F","WNYF",NA,"Smith","pressured","D3L",NA,NA,NA,NA,NA,NA,NA
731,"55","F","WAS",NA,"Dunn","take.on.lost","A18",NA,NA,"D","WNYF",NA,"Erceg","tackles.ball","D18",NA,NA,NA,"out.of.bounds.lost.poss",NA,NA,NA
732,"55","GK","WNYF",NA,"D'Angelo","passes.f.c","D6","D3C","goal.kick",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
733,"55","D","WNYF",NA,"Dahlkemper","passes.b.c","D3C","D18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
734,"55","GK","WNYF",NA,"D'Angelo","passes.f","D18",NA,"lau","M","WAS",NA,"Lohman","pressured","A18",NA,NA,NA,NA,NA,NA,NA
735,"55","F","WNYF",NA,"Doniak","aerial.lost","AM3C",NA,NA,"D","WAS",NA,"Oyster","aerial.won","DM3C",NA,NA,NA,NA,NA,NA,NA
736,"55","D","WAS",NA,"Oyster","passes.f.c","DM3C","AM3R","headed","F","WNYF",NA,"Doniak","pressured","AM3C",NA,NA,NA,NA,NA,NA,NA
737,"55","M","WAS",NA,"Matheson","passes.f","AM3R",NA,NA,"M","WNYF",NA,"Mewis","pressured","DM3L",NA,NA,NA,NA,NA,NA,NA
737,"55",NA,NA,NA,NA,NA,NA,NA,NA,"D","WNYF",NA,"Hinkle","interceptions","DM3L",NA,NA,NA,NA,NA,NA,NA
738,"55","D","WNYF",NA,"Hinkle","movement","DM3L","AM3L",NA,"M","WAS",NA,"Matheson","pressured","AM3R",NA,NA,NA,NA,NA,NA,NA
739,"55","D","WNYF",NA,"Hinkle","passes.f","AM3L",NA,NA,"M","WAS",NA,"Matheson","pressured","DM3R",NA,NA,NA,NA,NA,NA,NA
740,"55","D","WAS",NA,"Krieger","recoveries","D3R",NA,NA,"F","WNYF",9,"L. Williams","pressured","A3L",NA,NA,NA,NA,NA,NA,NA
741,"55","D","WAS",NA,"Krieger","passes.b.c","D3R","D18",NA,"F","WNYF",9,"L. Williams","pressured","A3L",NA,NA,NA,NA,NA,NA,NA
742,"55","GK","WAS",NA,"Labbe","passes.f","D18",NA,"lau","F","WNYF",9,"L. Williams","pressured","A18",NA,NA,NA,NA,NA,NA,NA
743,"55","D","WNYF",NA,"Hinkle","lost.touch","AM3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
744,"55","M","WAS",NA,"Lohman","recoveries","DM3C",NA,NA,"M","WNYF",NA,"Kennedy","pressured","AM3C",NA,NA,NA,NA,NA,NA,NA
745,"55","M","WAS",NA,"Lohman","passes.f.c","DM3C","DM3R",NA,"M","WNYF",NA,"Kennedy","pressured","AM3C",NA,NA,NA,NA,NA,NA,NA
746,"55","M","WAS",NA,"Matheson","passes.f","DM3R",NA,"lau","F","WNYF",NA,"Leon","pressured","AM3L",NA,NA,NA,NA,NA,NA,NA
747,"56","GK","WNYF",NA,"D'Angelo","passes.f.c","D3C","D3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
748,"56","D","WNYF",NA,"Erceg","passes.f.c","D3L","DM3L",NA,"F","WAS",NA,"Dunn","pressured","A3R",NA,NA,NA,NA,NA,NA,NA
749,"56","D","WNYF",NA,"Hinkle","passes.f.c","DM3L","DM3L",NA,"M","WAS",NA,"Matheson","pressured","AM3R",NA,NA,NA,NA,NA,NA,NA
750,"56","M","WNYF",NA,"Mewis","movement","DM3L","AM3L",NA,"M","WAS",NA,"Nairn","pressured","AM3R",NA,NA,NA,NA,NA,NA,NA
751,"56","M","WNYF",NA,"Mewis","passes.f","AM3L",NA,NA,"M","WAS",NA,"Nairn","pressured","DM3R",NA,NA,NA,"out.of.bounds.lost.poss",NA,NA,NA
752,"56","D","WAS",NA,"Krieger","passes.f.c","D3R","D3R","throw.in",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
753,"56","M","WAS",NA,"Matheson","passes.b.c","D3R","D3R","lay.off","F","WNYF",NA,"Leon","pressured","A3L",NA,NA,NA,NA,NA,NA,NA
754,"56","D","WAS",NA,"Krieger","passes.f","D3R",NA,"lau",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
755,"56","D","WNYF",NA,"Erceg","recoveries","DM3L",NA,NA,"F","WAS",NA,"Dunn","pressured","AM3R",NA,NA,NA,NA,NA,NA,NA
756,"56","D","WNYF",NA,"Erceg","passes.b.c","DM3L","DM3C",NA,"F","WAS",NA,"Dunn","pressured","AM3R",NA,NA,NA,NA,NA,NA,NA
757,"56","D","WNYF",NA,"Dahlkemper","passes.f.c","DM3C","AM3L",NA,"F","WAS",20,"C. Williams","pressured","AM3C",NA,NA,NA,NA,NA,NA,NA
758,"56","M","WNYF",NA,"Kennedy","lost.touch","AM3L",NA,NA,"M","WAS",NA,"Nairn","pressured","DM3R",NA,NA,NA,NA,NA,NA,NA
759,"56","M","WAS",NA,"Nairn","recoveries","AM3R",NA,NA,"M","WNYF",NA,"Kennedy","pressured","DM3L",NA,NA,NA,NA,NA,NA,NA
760,"56","M","WAS",NA,"Nairn","passes.f.c","AM3R","AM3C",NA,"M","WNYF",NA,"Kennedy","pressured","DM3L",NA,NA,NA,NA,NA,NA,NA
761,"56","F","WAS",NA,"Dunn","movement","AM3C","A3C",NA,"D","WNYF",NA,"Dahlkemper","pressured","DM3C",NA,NA,NA,NA,NA,NA,NA
762,"56","F","WAS",NA,"Dunn","take.on.won","A3C",NA,NA,"D","WNYF",NA,"Dahlkemper","dribbled.turned","D3C",NA,NA,NA,NA,NA,NA,NA
763,"56","F","WAS",NA,"Dunn","take.on.lost","A3C",NA,NA,"D","WNYF",NA,"Eddy","dispossessed","D3C",NA,NA,NA,NA,NA,NA,NA
763,"56",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"tackles.ball","D3C",NA,NA,NA,NA,NA,NA,NA
764,"56","D","WNYF",NA,"Eddy","passes.b.c","D3C","D3C",NA,"F","WAS",NA,"Dunn","pressured","A3C",NA,NA,NA,NA,NA,NA,NA
765,"56","D","WNYF",NA,"Erceg","passes.f.c","D3C","DM3R","lau","F","WAS",NA,"Dunn","pressured","A3C",NA,NA,NA,NA,NA,NA,NA
766,"56","F","WNYF",NA,"Doniak","recoveries","DM3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
767,"56","F","WNYF",NA,"Doniak","movement","DM3R","AM3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
768,"56","F","WNYF",NA,"Doniak","take.on.won","AM3R",NA,NA,"M","WAS",NA,"Huster","dribbled.out.run","DM3L",NA,NA,NA,NA,NA,NA,NA
769,"57","F","WNYF",NA,"Doniak","passes.f.c","AM3R","A3R",NA,"M","WAS",NA,"Huster","pressured","DM3L",NA,NA,NA,NA,NA,NA,NA
769,"57",NA,NA,NA,NA,NA,NA,NA,NA,"D","WAS",NA,"Kleiner","clearances","D3L",NA,NA,NA,"out.of.bounds.keep.poss",NA,NA,NA
770,"57","D","WNYF",NA,"Eddy","passes.f.c","A3R","A3R","throw.in",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
771,"57","F","WNYF",9,"L. Williams","passes.b.c","A3R","A3R",NA,"D","WAS",NA,"Kleiner","pressured","D3L",NA,NA,NA,NA,NA,NA,NA
772,"57","D","WNYF",NA,"Eddy","passes.f.c","A3R","A3C",NA,"F","WAS",20,"C. Williams","pressured","D3L",NA,NA,NA,NA,NA,NA,NA
773,"57","F","WNYF",NA,"Doniak","passes.b.c","A3C","A3C",NA,"M","WAS",NA,"Huster","pressured","D3C",NA,NA,NA,NA,NA,NA,NA
774,"57","M","WNYF",NA,"Mewis","shots.missed","A3C",NA,NA,"M","WAS",NA,"Nairn","pressured","D3C",NA,NA,NA,NA,NA,NA,NA
774,"57",NA,NA,NA,NA,NA,NA,NA,NA,"GK","WAS",NA,"Labbe","gk.shot.miss","D6",NA,NA,NA,"big.chances.shot.missed",NA,NA,NA
775,"57","GK","WAS",NA,"Labbe","passes.f.c","D6","DM3L","goal.kick",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
776,"57","F","WAS",20,"C. Williams","passes.f","DM3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
777,"57","M","WNYF",NA,"Kennedy","passes.f.c","DM3R","AM3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
778,"57","F","WNYF",NA,"Doniak","recoveries","AM3C",NA,NA,"M","WAS",NA,"Huster","pressured","DM3C",NA,NA,NA,NA,NA,NA,NA
779,"57","F","WNYF",NA,"Doniak","passes.f","AM3C",NA,"th","M","WAS",NA,"Huster","pressured","DM3C",NA,NA,NA,NA,NA,NA,NA
780,"57","D","WAS",NA,"Kleiner","recoveries","D3L",NA,NA,"F","WNYF",9,"L. Williams","pressured","A3R",NA,NA,NA,NA,NA,NA,NA
781,"57","D","WAS",NA,"Kleiner","passes.b.c","D3L","D18",NA,"F","WNYF",9,"L. Williams","pressured","A3R",NA,NA,NA,NA,NA,NA,NA
782,"58","GK","WAS",NA,"Labbe","passes.f","D18",NA,"lau",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
783,"58","F","WAS",20,"C. Williams","aerial.lost","AM3R",NA,NA,"M","WNYF",NA,"Kennedy","aerial.won","DM3L",NA,NA,NA,NA,NA,NA,NA
784,"58","D","WNYF",NA,"Eddy","recoveries","AM3R",NA,NA,"F","WAS",NA,"Dunn","pressured","DM3L",NA,NA,NA,NA,NA,NA,NA
785,"58","D","WNYF",NA,"Eddy","passes.f","AM3R",NA,NA,"F","WAS",NA,"Dunn","pressured","DM3L",NA,NA,NA,NA,NA,NA,NA
785,"58",NA,NA,NA,NA,NA,NA,NA,NA,"F","WAS",20,"C. Williams","interceptions","DM3L",NA,NA,NA,NA,NA,NA,NA
786,"58","F","WAS",20,"C. Williams","movement","DM3L","AM3L",NA,"M","WNYF",NA,"Kennedy","pressured","AM3R",NA,NA,NA,NA,NA,NA,NA
787,"58","F","WAS",20,"C. Williams","passes.f","AM3L",NA,NA,"M","WNYF",NA,"Kennedy","pressured","DM3R",NA,NA,NA,NA,NA,NA,NA
788,"58","D","WNYF",NA,"Eddy","recoveries","D3R",NA,NA,"F","WAS",NA,"Dunn","pressured","A3L",NA,NA,NA,NA,NA,NA,NA
789,"58","D","WNYF",NA,"Eddy","passes.b.c","D3R","D18",NA,"F","WAS",NA,"Dunn","pressured","A3L",NA,NA,NA,NA,NA,NA,NA
790,"58","GK","WNYF",NA,"D'Angelo","passes.f","D18",NA,"lau","F","WAS",NA,"Dunn","pressured","A18",NA,NA,NA,NA,NA,NA,NA
791,"58","F","WNYF",NA,"Leon","aerial.lost","DM3R",NA,NA,"D","WAS",NA,"Krieger","aerial.won","AM3L",NA,NA,NA,NA,NA,NA,NA
792,"58","D","WAS",NA,"Krieger","passes.f.c","DM3R","AM3C",NA,"F","WNYF",NA,"Leon","pressured","AM3L",NA,NA,NA,NA,NA,NA,NA
793,"58","M","WAS",NA,"Nairn","passes.b.c","AM3C","DM3C",NA,"F","WNYF",NA,"Doniak","pressured","DM3C",NA,NA,NA,NA,NA,NA,NA
794,"58","M","WAS",NA,"Huster","passes.f.c","DM3C","AM3C","lay.off","F","WNYF",NA,"Doniak","pressured","AM3C",NA,NA,NA,NA,NA,NA,NA
795,"58","M","WAS",NA,"Nairn","movement","AM3C","AM3L",NA,"M","WNYF",NA,"Kennedy","pressured","DM3C",NA,NA,NA,NA,NA,NA,NA
796,"58","M","WAS",NA,"Nairn","passes.f.c","AM3L","AM3L",NA,"M","WNYF",NA,"Kennedy","pressured","DM3R",NA,NA,"fouls.won",NA,"fouls.conceded","fc",NA
797,"59","M","WAS",NA,"Nairn","passes.f","AM3L",NA,"free.kick",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
797,"59",NA,NA,NA,NA,NA,NA,NA,"th","D","WNYF",NA,"Eddy","ball.shield","D18",NA,NA,NA,"out.of.bounds.lost.poss",NA,NA,NA
798,"59","GK","WNYF",NA,"D'Angelo","passes.f.c","D6","D3L","goal.kick",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
799,"59","D","WNYF",NA,"Erceg","passes.f.c","D3L","DM3L",NA,"F","WAS",NA,"Dunn","pressured","A3R",NA,NA,NA,NA,NA,NA,NA
800,"59","F","WNYF",NA,"Leon","dispossessed","DM3L",NA,NA,"M","WAS",NA,"Lohman","dispossessed","AM3R",NA,NA,NA,NA,NA,NA,NA
801,"59","D","WAS",NA,"Krieger","recoveries","DM3R",NA,NA,"M","WNYF",NA,"Mewis","pressured","AM3L",NA,NA,NA,NA,NA,NA,NA
802,"59","D","WAS",NA,"Krieger","passes.b.c","DM3R","DM3R",NA,"M","WNYF",NA,"Mewis","pressured","AM3L",NA,NA,NA,NA,NA,NA,NA
803,"59","D","WAS",NA,"Oyster","passes.f","DM3R",NA,"lau","F","WNYF",9,"L. Williams","pressured","AM3L",NA,NA,NA,NA,NA,NA,NA
804,"59","M","WNYF",NA,"Kennedy","recoveries","DM3L",NA,NA,"F","WAS",NA,"Dunn","pressured","AM3R",NA,NA,NA,NA,NA,NA,NA
805,"59","M","WNYF",NA,"Kennedy","passes.f.c","DM3L","DM3L",NA,"F","WAS",NA,"Dunn","pressured","AM3R",NA,NA,NA,NA,NA,NA,NA
806,"59","D","WNYF",NA,"Hinkle","take.on.lost","DM3L",NA,NA,"M","WAS",NA,"Matheson","tackles.ball","AM3R",NA,NA,NA,NA,NA,NA,NA
807,"59","D","WNYF",NA,"Hinkle","recoveries","DM3L",NA,NA,"M","WAS",NA,"Lohman","pressured","AM3R",NA,NA,NA,NA,NA,NA,NA
808,"59","D","WNYF",NA,"Hinkle","movement",NA,NA,NA,"M","WAS",NA,"Lohman","pressured",NA,NA,NA,NA,NA,NA,NA,NA
809,"59","D","WNYF",NA,"Hinkle","passes.f","DM3L",NA,NA,"M","WAS",NA,"Lohman","pressured","AM3R",NA,NA,NA,NA,NA,NA,NA
810,"59","D","WAS",NA,"Oyster","recoveries","D3R",NA,NA,"F","WNYF",9,"L. Williams","pressured","A3L",NA,NA,NA,NA,NA,NA,NA
811,"59","D","WAS",NA,"Oyster","dispossessed","D3R",NA,NA,"F","WNYF",9,"L. Williams","dispossessed","A3L",NA,NA,NA,NA,NA,NA,NA
812,"59","F","WNYF",9,"L. Williams","passes.f.c","A3L","A3L","th","D","WAS",NA,"Krieger","pressured","D3R",NA,NA,NA,NA,NA,NA,NA
812,"59",NA,NA,NA,NA,NA,NA,NA,NA,"D","WAS",NA,"Oyster","clearances","D3R",NA,NA,NA,"out.of.bounds.keep.poss",NA,NA,NA
813,"60","D","WNYF",NA,"Hinkle","passes.f.c","A3L","A3L","throw.in",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
814,"60","F","WNYF",NA,"Leon","passes.b.c","A3L","A3L","lay.off","M","WAS",NA,"Huster","pressured","D3R",NA,NA,NA,NA,NA,NA,NA
815,"60","D","WNYF",NA,"Hinkle","passes.b.c","A3L","A3L",NA,"M","WAS",NA,"Matheson","pressured","D3R",NA,NA,NA,NA,NA,NA,NA
816,"60","M","WNYF",NA,"Mewis","passes.f.c","A3L","A3L",NA,"M","WAS",NA,"Lohman","pressured","D3R",NA,NA,NA,NA,NA,NA,NA
817,"60","F","WNYF",NA,"Leon","passes.b.c","A3L","A3C",NA,"D","WAS",NA,"Oyster","pressured","D3R",NA,NA,NA,NA,NA,NA,NA
818,"60","M","WNYF",NA,"Kennedy","passes.f","A3C",NA,NA,"F","WAS",20,"C. Williams","pressured","D3C",NA,NA,NA,NA,NA,NA,NA
819,"60","D","WAS",NA,"Kleiner","recoveries","D3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
820,"60","D","WAS",NA,"Kleiner","passes.f.c","D3R","DM3L",NA,"D","WNYF",NA,"Eddy","pressured","A3L",NA,NA,NA,NA,NA,NA,NA
821,"60","F","WAS",20,"C. Williams","take.on.won","DM3L",NA,NA,"M","WNYF",NA,"Kennedy","dribbled.turned","AM3R",NA,NA,NA,NA,NA,NA,NA
822,"60","F","WAS",20,"C. Williams","movement","DM3L","AM3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
823,"60","F","WAS",20,"C. Williams","take.on.won","AM3C",NA,NA,"D","WNYF",NA,"Erceg","dribbled.out.run","DM3C",NA,NA,NA,NA,NA,NA,NA
824,"60","F","WAS",20,"C. Williams","movement","AM3C","A3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
825,"60","F","WAS",20,"C. Williams","passes.f.c","A3C","A3R","th","D","WNYF",NA,"Hinkle","pressured","D3C",NA,NA,NA,NA,NA,NA,NA
826,"60","M","WAS",NA,"Matheson","passes.s","A3R",NA,"corner.crosses","D","WNYF",NA,"Hinkle","pressured","D3L",NA,NA,NA,"out.of.bounds.lost.poss",NA,NA,NA
827,"61","D","WNYF",NA,"Eddy","passes.b.c","D3R","D3R","throw.in",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
828,"61","D","WNYF",NA,"Dahlkemper","passes.f.c","D3R","D3R","lay.off",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
829,"61","D","WNYF",NA,"Eddy","passes.f.c","D3R","DM3R","lau","M","WAS",NA,"Nairn","pressured","A3L",NA,NA,NA,NA,NA,NA,NA
829,"61",NA,NA,NA,NA,NA,NA,NA,NA,"D","WAS",NA,"Zadorsky","clearances","AM3L",NA,NA,NA,NA,NA,NA,NA
830,"61","F","WNYF",NA,"Smith","recoveries","DM3R",NA,NA,"D","WAS",NA,"Kleiner","pressured","AM3L",NA,NA,NA,NA,NA,NA,NA
831,"61","F","WNYF",NA,"Smith","passes.f.c","DM3R","DM3R",NA,"D","WAS",NA,"Kleiner","pressured","AM3L",NA,NA,NA,NA,NA,NA,NA
832,"61","F","WNYF",NA,"Doniak","movement","DM3R","AM3C",NA,"M","WAS",NA,"Huster","pressured","AM3L",NA,NA,NA,NA,NA,NA,NA
833,"61","F","WNYF",NA,"Doniak","passes.f.c","AM3C","A3R",NA,"M","WAS",NA,"Huster","pressured","DM3C",NA,NA,NA,NA,NA,NA,NA
833,"61",NA,NA,NA,NA,NA,NA,NA,NA,"D","WAS",NA,"Zadorsky","clearances","D3C",NA,NA,NA,"out.of.bounds.keep.poss",NA,NA,NA
834,"61","D","WNYF",NA,"Eddy","passes.f.c","A3R","A3R","throw.in",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
835,"61","F","WNYF",NA,"Leon","passes.f.c","A3R","A3R",NA,"D","WAS",NA,"Kleiner","pressured","D3L",NA,NA,NA,"out.of.bounds.keep.poss",NA,NA,NA
836,"62","D","WNYF",NA,"Dahlkemper","passes.s","A3R",NA,"corner.kick","GK","WAS",NA,"Labbe","gk.high.balls.won","D6","punched.to.safety",NA,NA,NA,NA,NA,NA
836,"62",NA,NA,NA,NA,NA,NA,NA,"corner.crosses",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
837,"62","F","WNYF",NA,"Doniak","recoveries","D3C",NA,NA,"M","WAS",NA,"Huster","pressured","A3C",NA,NA,NA,NA,NA,NA,NA
838,"62","F","WNYF",NA,"Doniak","passes.b.c","D3C","D3C",NA,"M","WAS",NA,"Huster","pressured","A3C",NA,NA,NA,NA,NA,NA,NA
839,"62","D","WNYF",NA,"Hinkle","shots.missed","D3C",NA,NA,"GK","WAS",NA,"Labbe","gk.shot.miss","D6",NA,NA,NA,NA,NA,NA,NA
840,"62","M","WAS",NA,"Lohman","substitution.off",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
841,"62","F","WAS",NA,"Stengel","substitution.on",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
842,"63","GK","WAS",NA,"Labbe","passes.f","D6",NA,"goal.kick",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
842,"63",NA,NA,NA,NA,"playcutoffbybroadcast",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
843,"63","M","WNYF",NA,"Kennedy","recoveries","A3R",NA,NA,"M","WAS",NA,"Nairn","pressured","D3L",NA,NA,NA,NA,NA,NA,NA
844,"63","M","WNYF",NA,"Kennedy","passes.f","A3R",NA,NA,"M","WAS",NA,"Nairn","pressured","D3L",NA,NA,NA,NA,NA,NA,NA
845,"63","D","WAS",NA,"Zadorsky","recoveries","D3L",NA,NA,"F","WNYF",9,"L. Williams","pressured","A3R",NA,NA,NA,NA,NA,NA,NA
846,"63","D","WAS",NA,"Zadorsky","passes.b.c","D3L","D18",NA,"F","WNYF",9,"L. Williams","pressured","A3R",NA,NA,NA,NA,NA,NA,NA
847,"63","GK","WAS",NA,"Labbe","passes.f","D18",NA,"lau","F","WNYF",9,"L. Williams","pressured","A18",NA,NA,NA,NA,NA,NA,NA
848,"63","F","WAS",20,"C. Williams","aerial.lost","DM3L",NA,NA,"M","WNYF",NA,"Kennedy","aerial.won","AM3R",NA,NA,NA,NA,NA,NA,NA
849,"63","M","WNYF",NA,"Kennedy","passes.f.c","AM3R","A3C","headed","M","WAS",NA,"Nairn","pressured","DM3L",NA,NA,NA,NA,NA,NA,NA
850,"63","F","WNYF",NA,"Doniak","passes.f.c","A3C","A3C","headed","M","WAS",NA,"Huster","pressured","D3C",NA,NA,NA,NA,NA,NA,NA
850,"63",NA,NA,NA,NA,NA,NA,NA,NA,"D","WAS",NA,"Kleiner","clearances","D3L",NA,NA,NA,NA,NA,NA,NA
851,"63","F","WNYF",NA,"Leon","recoveries","A3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
852,"63","F","WNYF",NA,"Leon","shots.missed","A3C",NA,NA,"M","WAS",NA,"Huster","pressured","D3C",NA,NA,NA,NA,NA,NA,NA
852,"63",NA,NA,NA,NA,NA,NA,NA,NA,"GK","WAS",NA,"Labbe","gk.shot.miss","D6",NA,NA,NA,NA,NA,NA,NA
853,"63","GK","WAS",NA,"Labbe","passes.f","D6",NA,"goal.kick",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
854,"63","M","WAS",NA,"Nairn","aerial.lost",NA,NA,NA,"F","WNYF",NA,"Doniak","aerial.won",NA,NA,NA,NA,NA,NA,NA,NA
855,"63","F","WNYF",NA,"Doniak","passes.f.c","AM3C","AM3C","headed","M","WAS",NA,"Nairn","pressured","DM3C",NA,NA,NA,NA,NA,NA,NA
856,"63","F","WNYF",9,"L. Williams","passes.b.c","AM3C","AM3C",NA,"D","WAS",NA,"Oyster","pressured","DM3C",NA,NA,NA,NA,NA,NA,NA
857,"63","M","WNYF",NA,"Mewis","passes.f.c","AM3C","AM3R",NA,"M","WAS",NA,"Matheson","pressured","DM3C",NA,NA,NA,NA,NA,NA,NA
858,"63","F","WNYF",NA,"Leon","dispossessed","AM3R",NA,NA,"D","WAS",NA,"Krieger","dispossessed","DM3L",NA,NA,NA,NA,NA,NA,NA
859,"64","D","WAS",NA,"Krieger","passes.f.c","DM3R","AM3R",NA,"D","WNYF",NA,"Hinkle","pressured","AM3L",NA,NA,NA,NA,NA,NA,NA
860,"64","F","WAS",NA,"Dunn","passes.f","AM3R",NA,"th","M","WNYF",NA,"Mewis","pressured","DM3L",NA,NA,NA,NA,NA,NA,NA
861,"64","D","WNYF",NA,"Dahlkemper","recoveries","D3C",NA,NA,"F","WAS",NA,"Stengel","pressured","A3C",NA,NA,NA,NA,NA,NA,NA
862,"64","D","WNYF",NA,"Dahlkemper","passes.b.c","D3C","D18",NA,"F","WAS",NA,"Stengel","pressured","A3C",NA,NA,NA,NA,NA,NA,NA
863,"64","GK","WNYF",NA,"D'Angelo","passes.f","D18",NA,"lau","D","WAS",NA,"Krieger","interceptions","AMR",NA,NA,NA,NA,NA,NA,NA
864,"64","D","WAS",NA,"Krieger","passes.f","AM3R",NA,"lau","F","WNYF",NA,"Leon","pressured","DM3L",NA,NA,NA,NA,NA,NA,NA
865,"64","D","WNYF",NA,"Erceg","recoveries","D3L",NA,NA,"F","WAS",NA,"Dunn","pressured","A3R",NA,NA,NA,NA,NA,NA,NA
866,"64","D","WNYF",NA,"Erceg","passes.b.c","D3L","D18",NA,"F","WAS",NA,"Dunn","pressured","A3R",NA,NA,NA,NA,NA,NA,NA
867,"64","GK","WNYF",NA,"D'Angelo","passes.f","D18",NA,"lau",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
868,"64","F","WNYF",NA,"Doniak","aerial.lost","DM3C",NA,NA,"M","WAS",NA,"Huster","aerial.won","AM3C",NA,NA,"fouls.won",NA,"fouls.conceded","fc",NA
869,"64","M","WNYF",NA,"Mewis","passes.f.c","DM3C","D3C","free.kick",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
869,"64",NA,NA,NA,NA,NA,NA,NA,"lau",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
869,"64",NA,NA,NA,NA,"playcutoffbybroadcast",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
870,"64","GK","WNYF",NA,"D'Angelo","passes.f.c","D3C","DM3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
871,"64","D","WNYF",NA,"Erceg","dispossessed","DM3L",NA,NA,"M","WAS",NA,"Matheson","dispossessed","AM3R",NA,NA,NA,NA,NA,NA,NA
872,"64","M","WAS",NA,"Matheson","movement","AM3R","A3R",NA,"M","WNYF",NA,"Mewis","pressured","DM3L",NA,NA,NA,NA,NA,NA,NA
873,"64","M","WAS",NA,"Matheson","shots.missed","A3R",NA,NA,"GK","WNYF",NA,"D'Angelo","gk.shot.miss","D18",NA,NA,NA,NA,NA,NA,NA
874,"65","GK","WNYF",NA,"D'Angelo","passes.f.c","D6","D3C","goal.kick",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
875,"65","M","WNYF",NA,"Mewis","passes.f.c","D3C","D3R",NA,"F","WAS",NA,"Stengel","pressured","A3C",NA,NA,NA,NA,NA,NA,NA
876,"65","D","WNYF",NA,"Dahlkemper","passes.f","D3R",NA,"lau","M","WAS",NA,"Nairn","pressured","A3L",NA,NA,NA,NA,NA,NA,NA
