"event","time","poss.position","poss.team","poss.player","poss.action","poss.location","poss.play.destination","play.type","def.position","def.team","def.player","def.action","def.location","gk.ball.stop","gk.s.o.g.attempt","poss.player.disciplinary","poss.notes","def.player.disciplinary","def.notes"
134,"9",NA,"USA","Pugh","recoveries",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
135,"9",NA,"USA","Pugh","passes.b.c",NA,NA,NA,NA,"FRA","Necib","pressured",NA,NA,NA,NA,NA,NA,NA
136,"9",NA,"USA","Horan","take.on.won",NA,NA,NA,NA,"FRA",NA,NA,NA,NA,NA,NA,NA,NA,NA
136,"9",NA,NA,NA,NA,NA,NA,NA,NA,"FRA","Necib","dribbled.turned",NA,NA,NA,NA,NA,NA,NA
137,"9",NA,"USA","Horan","passes.f.c",NA,NA,NA,NA,"FRA","Necib","pressured",NA,NA,NA,NA,NA,NA,NA
137,"9",NA,"USA",NA,NA,NA,NA,NA,NA,"FRA","Bathy","clearances",NA,NA,NA,NA,NA,NA,NA
138,"9",NA,"USA","O'Hara","passes.f.c",NA,NA,"throw.in",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
139,"9",NA,"USA","Brian","passes.b.c",NA,NA,"lay.off",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
140,"9",NA,"USA","O'Hara","passes.f.c",NA,NA,NA,NA,"FRA","Necib","pressured",NA,NA,NA,NA,NA,NA,NA
141,"9",NA,"USA","Pugh","aerial.won",NA,NA,NA,NA,"FRA","Majri","aerial.lost",NA,NA,NA,NA,NA,NA,NA
142,"9",NA,"USA","Pugh","passes.f",NA,NA,"flick.on",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
142,"9",NA,NA,NA,NA,NA,NA,"headed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
143,"9",NA,"FRA","Hamraoui","recoveries",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
144,"9",NA,"FRA","Hamraoui","passes.f.c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
145,"9",NA,"FRA","Le Sommer","passes.b.c",NA,NA,"lay.off",NA,"USA","Pugh","pressured",NA,NA,NA,NA,NA,NA,NA
146,"9",NA,"FRA","Majri","passes.f.c",NA,NA,NA,NA,"USA","Brian","pressured",NA,NA,NA,NA,NA,NA,NA
146,"9",NA,"USA",NA,NA,NA,NA,NA,NA,"USA","O'Hara","clearances",NA,NA,NA,NA,"out.of.bounds.keep.poss",NA,NA
147,"10","GK","FRA","Bouhaddi","passes.f",NA,NA,"goal.kick",NA,"USA","Brian","interceptions",NA,NA,NA,NA,NA,NA,NA
148,"10",NA,"USA","Brian","passes.f.c",NA,NA,"headed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
149,"10",NA,"USA","Morgan","aerial.won",NA,NA,NA,NA,"FRA","Georges","aerial.lost",NA,NA,NA,NA,NA,NA,NA
150,"10",NA,"USA","Morgan","passes.f.c",NA,NA,"headed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
150,"10",NA,NA,NA,NA,NA,NA,"flick.on",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
151,"10",NA,"USA","Heath","movement",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
152,"10",NA,"USA","Heath","passes.s.c",NA,NA,NA,NA,"FRA","Majri","pressured",NA,NA,NA,NA,NA,NA,NA
153,"10",NA,"USA","Pugh","lost.touch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
154,"10",NA,"FRA","Hamraoui","lost.touch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
155,"10",NA,"USA","Pugh","recoveries",NA,NA,NA,NA,"FRA","Majri","pressured",NA,NA,NA,NA,NA,NA,NA
156,"10",NA,"USA","Pugh","movement",NA,NA,NA,NA,"FRA","Majri","pressured",NA,NA,NA,NA,NA,NA,NA
157,"10",NA,"USA","Pugh","passes.b.c",NA,NA,NA,NA,"FRA","Majri","pressured",NA,NA,NA,NA,NA,NA,NA
158,"10",NA,"USA","Heath","passes.b.c",NA,NA,NA,NA,"FRA","Necib","pressured",NA,NA,NA,NA,NA,NA,NA
159,"10",NA,"USA","O'Hara","passes.f.c",NA,"A18","corner.crosses",NA,"FRA","Necib","pressured",NA,NA,NA,NA,NA,NA,NA
160,"10",NA,"USA","Morgan","shots.stopped.by.gk","A18",NA,"headed","GK","FRA","Bouhaddi","gk.s.o.g.stop","D6","caught","stooping",NA,NA,NA,NA
161,"10","GK","FRA","Bouhaddi","passes.f",NA,NA,"gk.drop.kick",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
162,"10",NA,"USA","O'Hara","recoveries",NA,NA,"headed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
163,"10",NA,"USA","O'Hara","passes.f",NA,NA,"headed",NA,"FRA","Hamraoui","interceptions",NA,NA,NA,NA,NA,NA,NA
164,"10",NA,"FRA","Hamraoui","recoveries",NA,NA,"headed",NA,"USA","O'Hara","interceptions",NA,NA,NA,NA,NA,NA,NA
165,"11",NA,"USA","O'Hara","passes.f.c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
166,"11",NA,"USA","Lloyd","passes.b.c",NA,NA,NA,NA,"FRA","Majri","pressured",NA,NA,NA,NA,NA,NA,NA
167,"11",NA,"USA","Pugh","passes.s.c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
168,"11",NA,"USA","Horan","passes.s.c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
169,"11",NA,"USA","Brian","passes.b.c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
170,"11",NA,"USA","Sauerbrunn","movement",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
171,"11",NA,"USA","Sauerbrunn","passes.f",NA,NA,NA,NA,"FRA","Thomis","pressured",NA,NA,NA,NA,NA,NA,"errors.to.big.chances"
171,"11",NA,NA,NA,NA,NA,NA,NA,NA,"FRA","Thomis","blocks",NA,NA,NA,NA,NA,NA,NA
172,"11",NA,"FRA","Thomis","recoveries",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
173,"11",NA,"FRA","Thomis","movement",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
174,"11",NA,"FRA","Thomis","movement",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
175,"11",NA,"FRA","Thomis","passes.s.c",NA,"A18",NA,NA,NA,NA,NA,NA,NA,NA,NA,"key.pass",NA,NA
176,"11",NA,"FRA","Le Sommer","lost.touch","A18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"big.chances.lost",NA,NA
177,"11",NA,"USA","O'Hara","recoveries",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
178,"11",NA,"USA","O'Hara","passes.f",NA,NA,NA,NA,"FRA","Majri","pressured",NA,NA,NA,NA,NA,NA,NA
