"event","time","poss.position","poss.team","poss.player","poss.action","poss.location","poss.play.destination","play.type","def.position","def.team","def.player","def.action","def.location","gk.ball.stop","gk.s.o.g.attempt","poss.player.disciplinary","poss.notes","def.player.disciplinary","def.notes"
23,"2",NA,"WAS","Oyster","passes.s.c","D3C","D3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,"2",NA,"WAS","Johnson","passes.f.c","D3C","DM3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,"2",NA,"WAS","Reynolds","passes.f.c","DM3L","DM3L",NA,NA,"SRFC","Rapinoe","pressured","AM3R",NA,NA,NA,NA,NA,NA
26,"2",NA,"WAS","Matheson","passes.f.c","DM3L","A3L",NA,NA,"SRFC","Fletcher","pressured","AM3R",NA,NA,NA,NA,NA,NA
27,"2",NA,"WAS","Ordega","take.on.lost","A3L",NA,NA,NA,"SRFC","Corsie","tackles.ball.away","D3R",NA,NA,NA,NA,NA,NA
28,"2",NA,"WAS","Matheson","passes.s.c","A3L","A3L","throw.in",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,"2",NA,"WAS","Dunn","lost.touch","A3L",NA,NA,NA,"SRFC","Fishlock","challenged","D3R",NA,NA,NA,NA,NA,NA
30,"2",NA,"SRFC","Little","recoveries","D3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,"2",NA,"SRFC","Little","take.on.won","D3R",NA,NA,NA,"WAS","Dunn",NA,NA,NA,NA,"fouls.won",NA,"fouls.conceded",NA
32,"2",NA,"SRFC","Corsie","passes.s.c","D3R","D18","free.kick",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,"3","GK","SRFC","Solo","passes.s.c","D18","D3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,"3",NA,"SRFC","Corsie","passes.f","D3R",NA,"launch",NA,"WAS","Johnson","blocks","DM3L",NA,NA,NA,NA,NA,NA
35,"3",NA,"SRFC","Mathias","passes.s.c","AM3C","AM3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,"3",NA,"SRFC","Little","passes.f","AM3C","A18","through",NA,NA,NA,NA,NA,NA,NA,NA,"out.of.bounds.lost.poss",NA,NA
37,"3","GK","WAS","Harris","passes.f","D6",NA,"goal.kick",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,"3",NA,"SRFC","Fishlock","recoveries","DM3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,"3",NA,"SRFC","Fishlock","dispossessed","DM3C",NA,NA,NA,"WAS","Dunn","tackles.ball.away","AM3C",NA,NA,NA,NA,NA,NA
40,"3",NA,"WAS","Raso","recoveries","AM3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,"3",NA,"WAS","Raso","movement","AM3C","DM3C",NA,NA,"SRFC","Fishlock","challenged","DM3C",NA,NA,NA,NA,NA,NA
42,"3",NA,"WAS","Raso","passes.b.c","DM3C","DM3R",NA,NA,"SRFC","Fishlock","pressured","AM3C",NA,NA,NA,NA,NA,NA
43,"3",NA,"WAS","Oyster","passes.f.c","DM3R","A3R","launch",NA,"SRFC","Mathias","challenged","AM3L",NA,NA,NA,NA,NA,NA
44,"3",NA,"WAS","Ordega","passes.s","A3R",NA,"corner.crosses",NA,"SRFC","Corsie","clearances","D18",NA,NA,NA,NA,NA,NA
45,"3",NA,"WAS","Raso","lost.touch","A3R",NA,NA,NA,"SRFC","Veje","pressured","D3L",NA,NA,NA,"out.of.bounds.lost.poss",NA,NA
46,"4",NA,"SRFC","Cox","passes.f.c","D3L","D3L","throw.in",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,"4",NA,"SRFC","Little","passes.b.c","D3L","D3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,"4",NA,"SRFC","Cox","passes.f","D3L",NA,NA,NA,"WAS","Church","blocks","AM3R",NA,NA,NA,NA,NA,NA
49,"4",NA,"SRFC","Winters","recoveries","DM3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,"4",NA,"SRFC","Winters","passes.f.c","DM3L","AM3L",NA,NA,"WAS","Church","pressured","AM3R",NA,NA,NA,NA,NA,NA
51,"4",NA,"SRFC","Mathias","aerial.won","AM3L",NA,NA,NA,"WAS","Oyster","aerial.lost","DM3R",NA,NA,"fouls.won",NA,"fouls.conceded",NA
52,"4",NA,NA,NA,"playcutoffbybroadcast",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,"4",NA,"SRFC","Little","recoveries","A3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,"4",NA,"SRFC","Little","passes.f.c","A3C","A18","through",NA,NA,NA,NA,NA,NA,NA,NA,"unscored.key.passes",NA,NA
55,"4",NA,"SRFC","Rapinoe","passes.b.c","A18","A18",NA,NA,"WAS","Oyster","pressured","D18",NA,NA,NA,NA,NA,NA
56,"4",NA,"SRFC","Mathias","shots.missed","A18",NA,NA,"GK","WAS","Harris","gk.shot.miss","D18",NA,NA,NA,"out.of.bounds.keep.poss",NA,NA
56,"4",NA,NA,NA,NA,NA,NA,NA,NA,"WAS","Oyster","clearances","D6",NA,NA,NA,NA,NA,NA
57,"5",NA,"WAS","Church","passes.s.c","D3R","D3R","throw.in",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,"5",NA,"WAS","Johnson","passes.b","D3R",NA,NA,NA,"SRFC","Mathias","blocks","A3L",NA,NA,NA,"out.of.bounds.keep.poss",NA,NA
59,"5",NA,NA,NA,"playcutoffbybroadcast",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,"5",NA,"WAS","Dunn","passes.f","AM3C",NA,NA,NA,"SRFC","Fletcher","blocks","D3R",NA,NA,NA,NA,NA,NA
61,"5",NA,"SRFC","Corsie","clearances","D3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,"5",NA,"SRFC","Mathias","aerial.won","AM3C",NA,NA,NA,"WAS","Oyster","aerial.lost","DM3C",NA,NA,NA,NA,NA,NA
63,"5",NA,"SRFC","Veje","recoveries","AM3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,"5",NA,"SRFC","Veje","movement","AM3L","A3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,"5",NA,"SRFC","Veje","passes.f","A3L",NA,NA,NA,"WAS","Church","pressured","D3R",NA,NA,NA,NA,NA,NA
65,"5",NA,NA,NA,NA,NA,NA,NA,NA,"WAS","Oyster","interceptions","D18",NA,NA,NA,NA,NA,NA
66,"5",NA,"WAS","Oyster","movement","D18","D3R",NA,NA,"SRFC","Little","pressured","A18",NA,NA,NA,NA,NA,NA
67,"5",NA,"WAS","Oyster","passes.f.c","D3R","DM3R",NA,NA,"SRFC","Little","pressured","A3L",NA,NA,NA,NA,NA,NA
68,"5",NA,"WAS","Raso","movement","DM3R","DM3C",NA,NA,"SRFC","Cox","pressured","AM3L",NA,NA,NA,NA,NA,NA
69,"5",NA,"WAS","Raso","passes.s.c","DM3C","AM3C",NA,NA,"SRFC","Cox","pressured","AM3C",NA,NA,NA,NA,NA,NA
70,"5",NA,"WAS","Nairn","passes.f.c","AM3C","AM3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,"5",NA,"WAS","Matheson","passes.b.c","AM3L","AM3L",NA,NA,"SRFC","Fletcher","pressured","DM3R",NA,NA,NA,NA,NA,NA
72,"5",NA,"WAS","Nairn","passes.s.c","AM3L","AM3C",NA,NA,"SRFC","Fishlock","pressured","DM3R",NA,NA,NA,NA,NA,NA
73,"6",NA,"WAS","Salem","passes.s.c","AM3C","AM3C","lay.off",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,"6",NA,"WAS","Nairn","passes.b.c","AM3C","DM3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75,"6",NA,"WAS","Oyster","passes.f.c","DM3C","AM3C",NA,NA,"SRFC","Mathias","pressured","AM3C",NA,NA,NA,NA,NA,NA
76,"6",NA,"WAS","Salem","passes.s.c","AM3C","DM3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,"6",NA,"WAS","Reynolds","passes.b.c","DM3L","DM3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,"6",NA,"WAS","Johnson","passes.f.c","DM3L","DM3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,"6",NA,"WAS","Salem","movement","DM3C","AM3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,"6",NA,"WAS","Salem","passes.f.c","AM3C","A3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,"6",NA,"WAS","Raso","passes.b.c","A3R","A3C",NA,NA,"SRFC","Cox","pressured","D3L",NA,NA,NA,NA,NA,NA
82,"6",NA,"WAS","Salem","passes.b.c","A3C","AM3R",NA,NA,"SRFC","Fishlock","pressured","D3C",NA,NA,NA,NA,NA,NA
82,"6",NA,NA,NA,NA,NA,NA,NA,NA,"SRFC","Winters","challenged","D3C",NA,NA,NA,NA,NA,NA
83,"6",NA,"WAS","Church","passes.f.c","AM3R","A3R",NA,NA,"SRFC","Veje","pressured","DM3L",NA,NA,NA,NA,NA,NA
84,"6",NA,"WAS","Raso","passes.f.c","A3R","A3R","flick.on",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,"6",NA,"WAS","Dunn","passes.b.c","A3R","A3R","flick.on",NA,"SRFC","Winters","challenged","D3L",NA,NA,NA,NA,NA,NA
86,"6",NA,"WAS","Nairn","passes.f","A3R",NA,NA,NA,"SRFC","Corsie","ball.shield","D18",NA,NA,NA,"out.of.bounds.lost.poss",NA,NA
87,"6",NA,NA,NA,"playcutoffbybroadcast",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88,"7","GK","WAS","Harris","passes.f.c","D3C","D3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89,"7",NA,"WAS","Johnson","passes.f.c","D3C","DM3C",NA,NA,"SRFC","Rapinoe","challenged","A3C",NA,NA,NA,NA,NA,NA
90,"7",NA,"WAS","Salem","passes.b.c","DM3C","D3C",NA,NA,"SRFC","Winters","pressured","AM3C",NA,NA,NA,NA,NA,NA
91,"7",NA,"WAS","Oyster","passes.f","D3C",NA,NA,NA,"SRFC","Mathias","challenged","A3C",NA,NA,NA,NA,NA,NA
92,"7",NA,NA,NA,"playcutoffbybroadcast",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,"7",NA,"WAS","Raso","lost.touch","AM3R",NA,NA,NA,"SRFC","Cox","challenged","DM3L",NA,NA,NA,"out.of.bounds.lost.poss",NA,NA
94,"7",NA,NA,NA,"playcutoffbybroadcast",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95,"7",NA,"WAS","Salem","passes.f.c","DM3R","DM3R",NA,NA,"SRFC","Little","pressured","AM3L",NA,NA,NA,NA,NA,NA
96,"7",NA,"WAS","Dunn","passes.b.c","DM3R","DM3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97,"7",NA,"WAS","Salem","passes.b.c","DM3R","D3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98,"7",NA,"WAS","Johnson","passes.f.c","D3C","DM3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,"7",NA,"WAS","Reynolds","passes.b.c","DM3L","DM3L",NA,NA,"SRFC","Rapinoe","challenged","AM3R",NA,NA,NA,NA,NA,NA
100,"7",NA,"WAS","Johnson","passes.f.c","DM3L","AM3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101,"7",NA,"WAS","Nairn","passes.b","AM3L",NA,NA,NA,"SRFC","Veje","interceptions","AM3C",NA,NA,NA,NA,NA,"errors.to.big.chances"
102,"7",NA,"SRFC","Veje","movement","AM3C","A3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103,"7",NA,"SRFC","Veje","movement","A3C","A18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104,"7",NA,"SRFC","Veje","shots.stopped.by.gk","A18",NA,NA,"GK","WAS","Harris","gk.s.o.g.stop","D18","parried.to.safety","diving",NA,"big.chances.shot.on.goal,out.of.bounds.keep.poss",NA,"big.chances.stopped"
104,"7",NA,NA,NA,NA,NA,NA,NA,NA,"WAS","Nairn","clearances",NA,NA,NA,NA,NA,NA,NA
105,"8",NA,NA,NA,"playcutoffbybroadcast",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,"8",NA,"SRFC","Mathias","recoveries","A3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,"8",NA,"SRFC","Mathias","passes.b.c","A3C","AM3C",NA,NA,"WAS","Johnson","pressured","D3C",NA,NA,NA,NA,NA,NA
108,"8",NA,"SRFC","Little","movement","AM3C","A3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109,"8",NA,"SRFC","Little","passes.f","A3C",NA,NA,NA,"WAS","Salem","blocks","D3C",NA,NA,NA,NA,NA,NA
109,"8",NA,NA,NA,NA,NA,NA,NA,"GK","WAS","Harris","gk.loose.balls.won","D18","caught",NA,NA,NA,NA,NA
110,"9","GK","WAS","Harris","passes.f.c","D18","D3C","gk.throws",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111,"9",NA,"WAS","Johnson","passes.f.c","D3C","D3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112,"9",NA,"WAS","Nairn","passes.b.c","D3L","D3L","lay.off",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,"9",NA,"WAS","Johnson","passes.f.c","D3L","D3L",NA,NA,"SRFC","Rapinoe","challenged","A3R",NA,NA,NA,NA,NA,NA
114,"9",NA,"WAS","Nairn","passes.f","D3L","DM3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115,"9",NA,NA,NA,"playcutoffbybroadcast",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116,"9",NA,"SRFC","Fletcher","passes.s.c","DM3R","DM3C","throw.in",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117,"9",NA,"SRFC","Fishlock","passes.s","DM3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"out.of.bounds.lost.poss",NA,NA
118,"9",NA,"WAS","Church","passes.s.c","DM3R","DM3R","throw.in",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119,"9",NA,"WAS","Salem","passes.f.c","DM3R","AM3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,"9",NA,"WAS","Dunn","passes.b.c","AM3R","AM3R",NA,NA,"SRFC","Fishlock","pressured","DM3L",NA,NA,NA,NA,NA,NA
121,"9",NA,"WAS","Salem","passes.s.c","AM3R","DM3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122,"9",NA,"WAS","Nairn","passes.s.c","DM3C","DM3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123,"9",NA,"WAS","Johnson","passes.s.c","DM3C","AM3L","switch",NA,"SRFC","Mathias","challenged","AM3C",NA,NA,NA,NA,NA,NA
124,"9",NA,"WAS","Reynolds","passes.f.c","AM3L","A3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125,"9",NA,"WAS","Matheson","take.on.won","A3L",NA,NA,NA,"SRFC","Fletcher","dribbled.turned","D3R",NA,NA,NA,NA,NA,NA
126,"9",NA,"WAS","Matheson","passes.s","A3L",NA,"corner.crosses",NA,"SRFC","Corsie","interceptions","D18",NA,NA,NA,NA,NA,NA
127,"9",NA,"SRFC","Corsie","dispossessed","D18",NA,NA,NA,"WAS","Ordega","dispossess.steal","A18",NA,NA,NA,NA,NA,NA
128,"10",NA,"WAS","Ordega","take.on.lost","A3L",NA,NA,NA,"SRFC","Corsie","tackles.ball.away","D3R",NA,NA,NA,NA,NA,NA
128,"10",NA,NA,NA,NA,NA,NA,NA,NA,"SRFC","Fletcher","clearances","D3R",NA,NA,NA,"out.of.bounds.keep.poss",NA,NA
129,"10",NA,NA,NA,"playcutoffbybroadcast",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
130,"10",NA,"SRFC","Winters","recoveries","DM3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
131,"10",NA,"SRFC","Winters","passes.f","DM3C",NA,NA,NA,"WAS","Oyster","pressured","AM3C",NA,NA,NA,NA,NA,NA
132,"10",NA,"WAS","Johnson","recoveries","D3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
133,"10",NA,"WAS","Johnson","passes.b.c","D3C","D18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
134,"10","GK","WAS","Harris","passes.f.c","D18","D3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
135,"10",NA,"WAS","Oyster","passes.f.c","D3R","DM3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
136,"10",NA,"WAS","Church","passes.b.c","DM3R","D3R",NA,NA,"SRFC","Veje","pressured","AM3L",NA,NA,NA,NA,NA,NA
137,"10",NA,"WAS","Oyster","passes.f","D3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
138,"10",NA,"SRFC","Fishlock","recoveries","AM3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
139,"10",NA,"SRFC","Fishlock","passes.f","AM3C",NA,NA,NA,"WAS","Salem","blocks","DM3C",NA,NA,NA,NA,NA,NA
140,"10",NA,"WAS","Nairn","recoveries","DM3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
141,"10",NA,"WAS","Nairn","passes.f.c","DM3C","A3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
142,"10",NA,"WAS","Matheson","passes.b.c","A3L","A3L",NA,NA,"SRFC","Fletcher","pressured","D3R",NA,NA,NA,NA,NA,NA
143,"10",NA,"WAS","Ordega","passes.s.c","A3L","A3C",NA,NA,"SRFC","Winters","pressured","D3R",NA,NA,NA,NA,NA,NA
144,"11",NA,"WAS","Dunn","passes.f.c","A3C","A3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
145,"11",NA,"WAS","Matheson","passes.s","A3L",NA,"corner.crosses",NA,"SRFC","Corsie","clearances","D18",NA,NA,NA,NA,NA,NA
146,"11",NA,"WAS","Reynolds","recoveries","A3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
147,"11",NA,"WAS","Reynolds","passes.b.c","A3L","DM3C",NA,NA,"SRFC","Rapinoe","challenged","D3R",NA,NA,NA,NA,NA,NA
148,"11",NA,"WAS","Salem","passes.f","DM3C",NA,NA,NA,"SRFC","Rapinoe","pressured","AM3C",NA,NA,NA,NA,NA,NA
149,"11","GK","SRFC","Solo","recoveries","D18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
150,"11","GK","SRFC","Solo","passes.s.c","D18","D3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
151,"11",NA,"SRFC","Barnes","passes.f.c","D3L","D3L",NA,NA,"WAS","Dunn","pressured","A3R",NA,NA,NA,NA,NA,NA
152,"11",NA,"SRFC","Cox","passes.f","D3L",NA,NA,NA,"WAS","Raso","challenged","A3R",NA,NA,NA,NA,NA,NA
152,"11",NA,NA,NA,NA,NA,NA,NA,NA,"WAS","Dunn","pressured","A3R",NA,NA,NA,NA,NA,NA
152,"11",NA,NA,NA,NA,NA,NA,NA,NA,"WAS","Oyster","interceptions","DM3R",NA,NA,NA,NA,NA,NA
153,"11",NA,"WAS","Oyster","passes.f.c","DM3R","AM3C","headed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
154,"11",NA,"WAS","Nairn","passes.s.c","AM3C","A3C","flick.on",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
155,"11",NA,"WAS","Matheson","passes.f","A3C",NA,"through,flick.on",NA,"SRFC","Barnes","interceptions","D18",NA,NA,NA,NA,NA,NA
156,"11",NA,"SRFC","Barnes","passes.b.c","D18","D6","headed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
157,"11","GK","SRFC","Solo","recoveries","D6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
158,"11","GK","SRFC","Solo","passes.f","D18",NA,"gk.drop.kick,launch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
159,"11",NA,"SRFC","Rapinoe","aerial.lost","AM3R",NA,NA,NA,"WAS","Reynolds","aerial.won","DM3L",NA,NA,NA,NA,NA,NA
160,"11",NA,"WAS","Matheson","recoveries","AM3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
161,"11",NA,"WAS","Matheson","lost.touch","AM3L",NA,NA,NA,"SRFC","Corsie","clearances","D3R",NA,NA,NA,NA,NA,NA
162,"11",NA,"WAS","Johnson","clearances","D3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"out.of.bounds.lost.poss",NA,NA
163,"12",NA,"SRFC","Fletcher","passes.f.c","A3R","A3R","throw.in",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
164,"12",NA,"SRFC","Rapinoe","passes.s.c","A3R","A3L","corner.crosses",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
165,"12",NA,"SRFC","Veje","take.on.won","A3L",NA,NA,NA,"WAS","Church","dribbled.out.run","D3R",NA,NA,NA,NA,NA,NA
166,"12",NA,"SRFC","Veje","movement","A3L","A18",NA,NA,"WAS","Church","challenged","D3R",NA,NA,NA,NA,NA,NA
167,"12",NA,"SRFC","Veje","take.on.lost","A18",NA,NA,NA,"WAS","Oyster","tackles.ball.won","D18",NA,NA,NA,NA,NA,NA
168,"12",NA,"WAS","Oyster","passes.f","D3R",NA,NA,NA,"SRFC","Cox","pressured","A3L",NA,NA,NA,NA,NA,NA
168,"12",NA,NA,NA,NA,NA,NA,NA,NA,"SRFC","Fishlock","interceptions","AM3L",NA,NA,NA,NA,NA,NA
169,"12",NA,"SRFC","Fishlock","passes.f.c","AM3L","AM3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
170,"12",NA,"SRFC","Cox","passes.b.c","AM3L","AM3L",NA,NA,"WAS","Dunn","pressured","DM3R",NA,NA,NA,NA,NA,NA
171,"12",NA,"SRFC","Little","passes.f","AM3L",NA,"through","GK","WAS","Harris","gk.smothers.won","D18","caught",NA,NA,NA,NA,NA
172,"12",NA,NA,NA,"playcutoffbybroadcast",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
173,"12",NA,"WAS","Oyster","passes.b.c","D3R","D18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
174,"13","GK","WAS","Harris","passes.f.c","D18","D3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
175,"13",NA,"WAS","Johnson","passes.s.c","D3L","D3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
176,"13",NA,"WAS","Nairn","passes.f.c","D3C","DM3R",NA,NA,"SRFC","Rapinoe","pressured","A3C",NA,NA,NA,NA,NA,NA
177,"13",NA,"WAS","Church","passes.f.c","DM3R","DM3R",NA,NA,"SRFC","Veje","challenged","AM3L",NA,NA,NA,NA,NA,NA
178,"13",NA,"WAS","Dunn","passes.b","DM3R",NA,"flick.on",NA,"SRFC","Fishlock","interceptions","AM3L",NA,NA,NA,NA,NA,NA
