"event","time","poss.position","poss.team","poss.player","poss.action","poss.location","poss.play.destination","play.type","poss.player.disciplinary","poss.notes","def.position","def.team","def.player","def.action","def.location","gk.ball.stop","gk.s.o.g.attempt","def.player.disciplinary","def.notes","xG","poss.number","def.number"
"1100","79","F","SRFC","Rapinoe","take.on.won","A3R",NA,NA,NA,NA,"D","FCKC","Moros","dribbled.turned","D3L",NA,NA,NA,NA,NA,NA,NA
"1100","79",NA,NA,NA,NA,NA,NA,NA,NA,NA,"M","FCKC","Tymrak","pressured","D3L",NA,NA,NA,NA,NA,NA,NA
"1101","79","F","SRFC","Rapinoe","passes.s","A3R",NA,"corner.crosses",NA,"out.of.bounds.lost.poss",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1102","82","GK","FCKC","Barnhart","passes.f","D6","DM3L","goal.kick",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1103","82","M","FCKC","Laddish","aerial.lost","DM3L",NA,NA,NA,NA,"M","SRFC","Winters","aerial.won","AM3R",NA,NA,NA,NA,NA,NA,NA
"1104","82","F","SRFC","Yanez","recoveries","AM3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1105","82","F","SRFC","Yanez","passes.b.c","AM3C",NA,NA,NA,NA,"F","FCKC","Rodriguez","pressured","DM3C",NA,NA,NA,NA,NA,NA,NA
"1106","82","D","SRFC","Corsie","passes.s.c","DM3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1107","82","D","SRFC","Barnes","passes.f.c","DM3C","DM3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1108","82","M","SRFC","Fishlock","movement","DM3R","AM3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1109","82","M","SRFC","Fishlock","passes.f.c","AM3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1110","82","F","SRFC","Rapinoe","passes.f.c","AM3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1111","82","D","SRFC","Reed","take.on.lost","A3R",NA,NA,NA,NA,"M","FCKC","Tymrak","ball.shield","D3L",NA,NA,NA,NA,NA,NA,NA
"1111","82",NA,NA,NA,NA,NA,NA,NA,NA,NA,"D","FCKC","Moros","pressured","D3L",NA,NA,NA,NA,NA,NA,NA
"1112","82","M","FCKC","Tymrak","passes.s.c","D3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1113","82","M","FCKC","Buczkowski","passes.f.c","D3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1114","82","F","FCKC","Rodriguez","take.on.won","D3L",NA,NA,NA,NA,"M","SRFC","Fishlock","dribbled.tackles.missed","A3R",NA,NA,NA,NA,NA,NA,NA
"1114","82",NA,NA,NA,NA,NA,NA,NA,NA,NA,"F","SRFC","Rapinoe","dribbled.tackles.missed","A3R",NA,NA,NA,NA,NA,NA,NA
"1114","82",NA,NA,NA,NA,NA,NA,NA,NA,NA,"F","SRFC","Yanez","dribbled.turned","A3R",NA,NA,NA,NA,NA,NA,NA
"1115","82","F","FCKC","Rodriguez","passes.f.c","D3L",NA,NA,NA,NA,"F","SRFC","Yanez","pressured","A3R",NA,NA,NA,NA,NA,NA,NA
"1116","82","M","FCKC","Tymrak","passes.f.c","DM3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1117","82","F","FCKC","Rodriguez","passes.f","DM3L","AM3L","through",NA,"out.of.bounds.lost.poss","M","SRFC","Winters","ball.shield","DM3R",NA,NA,NA,NA,NA,NA,NA
"1118","83",NA,NA,NA,"playcutoffbybroadcast",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1119","83","D","SRFC","Corsie","passes.s.c","D3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1120","83","D","SRFC","Barnes","movement","D3C","DM3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1121","83","D","SRFC","Barnes","passes.f.c","DM3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1122","83","M","SRFC","Fishlock","passes.f","AM3C","A18","through",NA,"out.of.bounds.lost.poss",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1123","83","GK","FCKC","Barnhart","passes.f.c","D6",NA,"goal.kick",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1124","83","D","FCKC","Moros","passes.s.c","AM3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1125","83","M","FCKC","Laddish","passes.f","AM3R",NA,NA,NA,NA,"F","SRFC","Veje","pressured","DM3L",NA,NA,NA,NA,NA,NA,NA
"1125","83",NA,NA,NA,NA,NA,NA,NA,NA,NA,"D","SRFC","Barnes","blocks","D3L",NA,NA,NA,NA,NA,NA,NA
"1125","83",NA,NA,NA,NA,NA,NA,NA,NA,NA,"D","SRFC","Barnes","clearances","D3L",NA,NA,NA,NA,NA,NA,NA
"1126","84","D","FCKC","Brown","recoveries","DM3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1127","84","D","FCKC","Brown","passes.f","DM3R",NA,NA,NA,NA,"F","SRFC","Yanez","interceptions","DM3L",NA,NA,NA,NA,NA,NA,NA
"1128","84","F","SRFC","Yanez","passes.s.c","AM3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1129","84","F","SRFC","Veje","passes.b.c","AM3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1130","84","M","SRFC","Winters","passes.f.c","DM3L",NA,NA,NA,NA,"M","FCKC","O'Reilly","pressured","AM3R",NA,NA,NA,NA,NA,NA,NA
"1131","84","M","SRFC","Little","lost.touch","AM3L",NA,NA,NA,NA,"M","FCKC","Buczkowski","pressured","DM3R",NA,NA,NA,NA,NA,NA,NA
"1131","84",NA,NA,NA,NA,NA,NA,NA,NA,NA,"M","FCKC","Laddish","dispossessed","DM3C",NA,NA,NA,NA,NA,NA,NA
"1132","84","M","FCKC","Laddish","passes.s.c","DM3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1133","84","M","FCKC","Buczkowski","passes.s.c","DM3R",NA,NA,NA,NA,"F","SRFC","Yanez","pressured","AM3L",NA,NA,NA,NA,NA,NA,NA
"1134","84","M","FCKC","O'Reilly","passes.f","DM3R",NA,"launch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1135","84","GK","SRFC","Solo","recoveries","D3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1136","84","GK","SRFC","Solo","movement","D3L","D18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1137","84","GK","SRFC","Solo","passes.f.c","D18","D3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1138","84","D","SRFC","Barnes","movement","D3L","DM3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1139","84","D","SRFC","Barnes","passes.f","DM3L",NA,"launch",NA,NA,"M","FCKC","Holiday","pressured","AM3R",NA,NA,NA,NA,NA,NA,NA
"1140","84","D","FCKC","Lepeilbet","recoveries","D3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1141","84","D","FCKC","Lepeilbet","passes.f","D3R","D3R",NA,NA,NA,"D","SRFC","Cox","blocks","A3L",NA,NA,NA,NA,NA,NA,NA
"1142","84","F","SRFC","Rapinoe","recoveries","A3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1143","84","F","SRFC","Rapinoe","passes.s","A3L",NA,"corner.crosses",NA,NA,"D","FCKC","Brown","pressured","D3R",NA,NA,NA,NA,NA,NA,NA
"1143","84",NA,NA,NA,NA,NA,NA,NA,NA,NA,"D","FCKC","Sauerbrunn","blocks","D18",NA,NA,NA,NA,NA,NA,NA
"1144","85","F","SRFC","Rapinoe","passes.s","A3L",NA,"corner.kick",NA,NA,"D","FCKC","Moros","blocks","D18",NA,NA,NA,NA,NA,NA,NA
"1145","85","M","FCKC","O'Reilly","recoveries","D3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1146","85","M","FCKC","O'Reilly","passes.f","D3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1147","85","D","SRFC","Cox","recoveries","D3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1148","85","D","SRFC","Cox","passes.s.c","D3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1149","85","D","SRFC","Barnes","passes.f.c","D3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1150","85","D","SRFC","Corsie","passes.s.c","DM3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1151","85","D","SRFC","Barnes","passes.s.c","DM3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1152","85","D","SRFC","Corsie","passes.f.c","DM3R","A3R","launch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1153","86","F","SRFC","Rapinoe","passes.s.c","A3R",NA,NA,NA,NA,"D","FCKC","Sauerbrunn","pressured","D3L",NA,NA,NA,NA,NA,NA,NA
"1153","86",NA,NA,NA,NA,NA,NA,NA,NA,NA,"D","FCKC","Moros","pressured","D3L",NA,NA,NA,NA,NA,NA,NA
"1154","86","F","SRFC","Yanez","take.on.lost","A3R",NA,NA,NA,"out.of.bounds.keep.poss","M","FCKC","Holiday","tackles.ball.away","D3L",NA,NA,NA,NA,NA,NA,NA
"1155","86","D","SRFC","Reed","passes.f.c","AM3L",NA,"throw.in",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1156","86","M","SRFC","Little","passes.s","A3R","A18","corner.crosses",NA,NA,"D","FCKC","Moros","pressured","D3L",NA,NA,NA,NA,NA,NA,NA
"1156","86",NA,NA,NA,NA,NA,NA,NA,NA,NA,"D","FCKC","Brown","blocks","D18",NA,NA,NA,NA,NA,NA,NA
"1156","86",NA,NA,NA,NA,NA,NA,NA,NA,NA,"D","FCKC","Brown","clearances","D18",NA,NA,NA,NA,NA,NA,NA
"1157","86","D","SRFC","Barnes","recoveries","AM3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1158","86","D","SRFC","Barnes","passes.s.c","AM3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1159","86","D","SRFC","Cox","passes.f.c","AM3L",NA,"deep.crosses",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1160","86","M","SRFC","Fishlock","aerial.won","A18",NA,NA,NA,NA,"D","FCKC","Lepeilbet","aerial.lost","D18",NA,NA,NA,NA,NA,NA,NA
"1161","86","F","SRFC","Yanez","aerial.lost","A3R",NA,NA,NA,NA,"D","FCKC","Moros","aerial.won","D3C",NA,NA,NA,NA,NA,NA,NA
"1162","86","M","FCKC","O'Reilly","recoveries","D3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1163","86","M","FCKC","O'Reilly","clearances","D3C",NA,NA,NA,NA,"M","SRFC","Winters","pressured","A3C",NA,NA,NA,NA,NA,NA,NA
"1164","86","D","SRFC","Barnes","recoveries","DM3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1165","86","D","SRFC","Barnes","movement","DM3L","AM3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1166","86","D","SRFC","Barnes","passes.f.c","AM3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1167","86","F","SRFC","Veje","passes.s.c","AM3L",NA,NA,NA,NA,"M","FCKC","O'Reilly","pressured","DM3R",NA,NA,NA,NA,NA,NA,NA
"1168","86","D","SRFC","Cox","passes.f.c","AM3L",NA,"through",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1169","86","F","SRFC","Veje","passes.s.c","A3L",NA,"corner.crosses",NA,NA,"M","FCKC","O'Reilly","pressured","D3R",NA,NA,NA,NA,NA,NA,NA
"1170","86","F","SRFC","Rapinoe","shots.stopped.by.gk","A18",NA,NA,NA,NA,"D","FCKC","Moros","pressured","D18",NA,NA,NA,NA,NA,NA,NA
"1171","87","GK","FCKC","Barnhart","passes.f.c","D18",NA,"gk.throws",NA,NA,"GK","FCKC","Barnhart","gk.shot.on.goal.faced","D6","caught","stooping",NA,NA,NA,NA,NA
"1172","87","D","FCKC","Brown","passes.f.c","D3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1173","87","M","FCKC","Buczkowski","passes.b.c","DM3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1174","87","D","FCKC","Brown","passes.b.c","D3R",NA,NA,NA,NA,"F","SRFC","Veje","pressured","A3L",NA,NA,NA,NA,NA,NA,NA
"1175","87","D","FCKC","Lepeilbet","passes.f.c","D18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1176","87","D","FCKC","Moros","passes.f","D3L","DM3L",NA,NA,NA,"D","SRFC","Reed","interceptions","AM3R",NA,NA,NA,NA,NA,NA,NA
"1177","87","D","SRFC","Reed","passes.f","AM3R",NA,NA,NA,NA,"M","FCKC","Laddish","ball.shield","D3L",NA,NA,NA,NA,NA,NA,NA
"1177","87",NA,NA,NA,NA,NA,NA,NA,NA,NA,"D","FCKC","Sauerbrunn","interceptions","D3L",NA,NA,NA,NA,NA,NA,NA
"1178","87","D","FCKC","Sauerbrunn","movement","D3L","DM3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1179","87","D","FCKC","Sauerbrunn","passes.f.c","DM3L","DM3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1180","87","F","FCKC","Rodriguez","dispossessed","AM3L",NA,NA,NA,NA,"D","SRFC","Corsie","dispossessed","DM3R",NA,NA,NA,NA,NA,NA,NA
"1181","87","D","SRFC","Corsie","passes.b.c","DM3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1182","87","D","SRFC","Reed","passes.f.c","DM3R","AM3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1183","87","F","SRFC","Rapinoe","movement","AM3R","AM3C",NA,NA,NA,"D","FCKC","Moros","pressured","AM3R",NA,NA,NA,NA,NA,NA,NA
"1184","87","F","SRFC","Rapinoe","passes.f.c","AM3C",NA,NA,NA,NA,"M","FCKC","Holiday","pressured","DM3C",NA,NA,NA,NA,NA,NA,NA
"1185","87","M","SRFC","Little","take.on.lost","A3R",NA,NA,NA,"out.of.bounds.keep.poss","M","FCKC","Laddish","tackles.ball.away","D3L",NA,NA,NA,NA,NA,NA,NA
"1186","88","M","FCKC","Tymrak","substitution.off",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1187","88","F","FCKC","Groom","substiution.on",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1188","88","D","SRFC","Reed","passes.f.c","A3R",NA,"throw.in",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1189","88","M","SRFC","Little","dispossessed","A3R",NA,NA,NA,"out.of.bounds.keep.poss","D","FCKC","Moros","tackles.ball.away","D3L",NA,NA,NA,NA,NA,NA,NA
"1190","88","D","SRFC","Cox","passes.s","A3R","A6","corner.kick",NA,NA,"GK","FCKC","Barnhart","gk.high.balls.won","D6","punched.to.safety",NA,NA,NA,NA,NA,NA
"1191","88","D","SRFC","Barnes","lost.touch","A3L",NA,NA,NA,"out.of.bounds.lost.poss","M","FCKC","Buczkowski","pressured","D3R",NA,NA,NA,NA,NA,NA,NA
"1192","89",NA,NA,NA,"playcutoffbybroadcast",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1193","88","D","SRFC","Cox","passes.s.c","A3L",NA,"throw.in",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1194","88","F","SRFC","Veje","passes.b.c","A3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1195","88","M","SRFC","Winters","passes.s.c","AM3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1196","88","D","SRFC","Corsie","passes.f.c","AM3C",NA,NA,NA,NA,"F","FCKC","Groom","pressured","DM3C",NA,NA,NA,NA,NA,NA,NA
"1197","88","F","SRFC","Rapinoe","passes.f","A3R",NA,"corner.crosses",NA,NA,"D","FCKC","Brown","blocks","D18",NA,NA,NA,NA,NA,NA,NA
"1198","88","F","SRFC","Veje","recoveries","A18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1199","88","F","SRFC","Veje","passes.b.c","A18",NA,NA,NA,NA,"M","FCKC","Holiday","pressured","D18",NA,NA,NA,NA,NA,NA,NA
"1200","88","D","SRFC","Reed","passes.s","A3C",NA,NA,NA,"out.of.bounds.keep.poss","M","FCKC","Laddish","pressured","D3C",NA,NA,NA,NA,NA,NA,NA
"1200","88",NA,NA,NA,NA,NA,NA,NA,NA,NA,"F","FCKC","Rodriguez","blocks","A3C",NA,NA,NA,NA,NA,NA,NA
"1200","88",NA,NA,NA,NA,NA,NA,NA,NA,NA,"D","FCKC","Lepeilbet","clearances","D18",NA,NA,NA,NA,NA,NA,NA
"1201","90","D","SRFC","Corsie","passes.s.c","DM3R",NA,"throw.in",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1202","90","GK","SRFC","Solo","passes.f.c","DM3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1203","90","D","SRFC","Corsie","passes.s.c","DM3R",NA,NA,NA,NA,"F","FCKC","Rodriguez","pressured","AM3L",NA,NA,NA,NA,NA,NA,NA
"1204","90","M","SRFC","Winters","passes.b.c","AM3C",NA,NA,NA,NA,"M","FCKC","Holiday","pressured","DM3C",NA,NA,NA,NA,NA,NA,NA
"1205","90","D","SRFC","Barnes","passes.f","DM3C",NA,NA,NA,NA,"M","FCKC","Holiday","pressured","AM3C",NA,NA,NA,NA,NA,NA,NA
"1205","90",NA,NA,NA,NA,NA,NA,NA,NA,NA,"D","FCKC","Sauerbrunn","blocks","D3C",NA,NA,NA,NA,NA,NA,NA
"1206","90","F","SRFC","Yanez","aerial.lost","A3C",NA,NA,NA,NA,"D","FCKC","Sauerbrunn","aerial.won","D3C",NA,NA,NA,NA,NA,NA,NA
"1207","90","M","SRFC","Winters","recoveries","AM3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1208","90","M","SRFC","Winters","passes.s.c","AM3C",NA,NA,NA,"out.of.bounds.keep.poss","M","FCKC","Laddish","blocks","DM3C",NA,NA,NA,NA,NA,NA,NA
"1209","90","D","SRFC","Reed","passes.f.c","A3R",NA,"throw.in",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1210","90","F","SRFC","Rapinoe","aerial.won","A3R",NA,NA,"fouls.won",NA,"D","FCKC","Moros","aerial.lost","D3L",NA,NA,"fouls.conceded",NA,NA,NA,NA
"1211","90+1","F","SRFC","Rapinoe","passes.f.c","A3R",NA,"free.kick",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1212","90+1","D","SRFC","Barnes","passes.f","A18",NA,NA,NA,"out.of.bounds.lost.poss","D","FCKC","Sauerbrunn","pressured","D18",NA,NA,NA,NA,NA,NA,NA
"1213","90+1","GK","FCKC","Barnhart","passes.f.c","D6","DM3R","goal.kick",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1214","90+1","F","FCKC","Groom","aerial.won","DM3R",NA,NA,NA,NA,"M","SRFC","Fishlock","aerial.lost","AM3L",NA,NA,NA,NA,NA,NA,NA
"1215","90+1","D","SRFC","Cox","recoveries","DM3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1216","90+1","D","SRFC","Cox","passes.f.c","DM3L",NA,NA,NA,NA,"M","FCKC","O'Reilly","pressured","AM3R",NA,NA,NA,NA,NA,NA,NA
"1217","90+1","F","SRFC","Veje","passes.f.c","AM3L",NA,NA,NA,NA,"D","FCKC","Brown","pressured","DM3R",NA,NA,NA,NA,NA,NA,NA
"1218","90+1","M","SRFC","Little","take.on.lost","A3L",NA,NA,NA,NA,"D","FCKC","Lepeilbet","tackles.wins.ball","D3R",NA,NA,NA,NA,NA,NA,NA
"1219","90+1","D","FCKC","Lepeilbet","passes.f.c","D3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1220","90+1","M","FCKC","Holiday","passes.f","DM3R",NA,NA,NA,NA,"F","SRFC","Veje","pressured","AM3L",NA,NA,NA,NA,NA,NA,NA
"1220","90+1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"M","SRFC","Fishlock","pressured","AM3L",NA,NA,NA,NA,NA,NA,NA
"1220","90+1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"D","SRFC","Barnes","interceptions","DM3L",NA,NA,NA,NA,NA,NA,NA
"1221","90+1","D","SRFC","Barnes","passes.f","DM3L",NA,NA,NA,NA,"F","FCKC","Groom","pressured","AM3R",NA,NA,NA,NA,NA,NA,NA
"1222","90+1","M","SRFC","Little","offside.calls",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1223","90+2","M","FCKC","Laddish","substitution.off",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1224","90+2","M","FCKC","Averbuch","substitution.on",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1225","90+2",NA,NA,NA,"playcutoffbybroadcast",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1226","90+2","M","SRFC","Winters","passes.s.c","DM3C",NA,NA,NA,NA,"M","FCKC","Averbuch","pressured","AM3C",NA,NA,NA,NA,NA,NA,NA
"1227","90+2","F","SRFC","Rapinoe","passes.f.c","DM3R",NA,"through",NA,NA,"F","FCKC","Groom","pressured","AM3L",NA,NA,NA,NA,NA,NA,NA
"1228","90+2","D","SRFC","Reed","passes.s","A3R",NA,NA,NA,NA,"M","FCKC","O'Reilly","blocks","D3C",NA,NA,NA,NA,NA,NA,NA
"1229","90+2","F","FCKC","Groom","recoveries","D3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1230","90+2","F","FCKC","Groom","take.on.won","D3L",NA,NA,NA,NA,"F","SRFC","Yanez","dribbled.out.run","A3R",NA,NA,NA,NA,NA,NA,NA
"1231","90+2","F","FCKC","Groom","movement","D3L","DM3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1232","90+2","F","FCKC","Groom","lost.touch","AM3L",NA,NA,NA,NA,"D","SRFC","Corsie","tackles.ball.away","DM3R",NA,NA,NA,NA,NA,NA,NA
"1233","90+3","F","SRFC","Yanez","recoveries","DM3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1234","90+3","F","SRFC","Yanez","passes.s.c","DM3R","DM3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1235","90+3","M","SRFC","Winters","movement","DM3C","AM3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1236","90+3","M","SRFC","Winters","passes.s.c","AM3C","AM3R",NA,NA,NA,"F","FCKC","Groom","pressured","DM3C",NA,NA,NA,NA,NA,NA,NA
"1237","90+3","D","SRFC","Reed","movement","AM3R","A3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1238","90+3","D","SRFC","Reed","passes.f","A3R","A3R",NA,NA,"out.of.bounds.lost.poss","M","FCKC","Holiday","pressured","D3L",NA,NA,NA,NA,NA,NA,NA
"1239","90+3","F","FCKC","Rodriguez","substitution.off",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1240","90+3","F","FCKC","Hagen","substitution.on",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1241","90+3",NA,NA,NA,"playcutoffbybroadcast",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1242","90+3","D","FCKC","Moros","clearances","D3L",NA,NA,NA,"out.of.bounds.lost.poss",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1243","90+3","D","SRFC","Corsie","passes.b.c","D3L",NA,"throw.in",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1244","90+3","GK","SRFC","Solo","passes.f.c","D3L",NA,NA,NA,NA,"F","FCKC","Hagen","pressured","A3R",NA,NA,NA,NA,NA,NA,NA
"1245","90+3","M","SRFC","Winters","passes.s.c","D3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1246","90+3","D","SRFC","Corsie","passes.f.c","D3L",NA,"switch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1247","90+4","F","SRFC","Veje","passes.b.c","AM3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1248","90+4","D","SRFC","Cox","passes.f.c","AM3L",NA,"through",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1249","90+4","F","SRFC","Veje","passes.s","A3L",NA,NA,NA,"out.of.bounds.lost.poss","D","FCKC","Lepeilbet","blocks","D3R",NA,NA,NA,NA,NA,NA,NA
"1249","90+4",NA,NA,NA,NA,NA,NA,NA,NA,NA,"D","FCKC","Lepeilbet","ball.shield","D3R",NA,NA,NA,NA,NA,NA,NA
"1250","90+4","GK","FCKC","Barnhart","passes.f","D6","A3C","goal.kick",NA,NA,"GK","SRFC","Solo","clearances","D3C",NA,NA,NA,NA,NA,NA,NA
