"event","time","poss.position","poss.team","poss.player","poss.action","poss.location","poss.play.destination","play.type","def.position","def.team","def.player","def.action","def.location","gk.ball.stop","gk.s.o.g.attempt","poss.player.disciplinary","poss.notes","def.player.disciplinary","def.notes"
17,"2",NA,"USA","Dunn","shots.stopped.by.gk","A3C",NA,NA,NA,"CRC","Diaz","gk.s.o.g.stop",NA,"parried.to.safety","reaching",NA,"out.of.bounds.keep.poss",NA,NA
17,"2",NA,NA,NA,NA,NA,NA,NA,NA,"CRC","Acosta","pressured",NA,NA,NA,NA,NA,NA,NA
18,"2",NA,"USA","Brian","passes.s",NA,NA,"corner.kick",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,"2",NA,"USA","Lloyd","aerial.lost",NA,NA,NA,NA,"CRC","Rodriguez","aerial.won",NA,NA,NA,NA,"out.of.bounds.keep.poss",NA,NA
20,"3",NA,"USA","Brian","passes.s",NA,NA,"corner.kick",NA,"CRC","Acosta","clearances",NA,NA,NA,NA,"out.of.bounds.keep.poss",NA,NA
21,"3",NA,"USA","Brian","passes.s",NA,NA,"corner.kick",NA,"CRC","Diaz","gk.high.balls.won",NA,"punched.to.safety",NA,NA,NA,NA,NA
22,"3",NA,"USA","Krieger","take.on.won",NA,NA,NA,NA,"CRC","S. Cruz","dribbled.turned",NA,NA,NA,NA,NA,NA,NA
23,"3",NA,"USA","Krieger","dispossessed",NA,NA,NA,NA,"CRC","Barrantes","dispossess.lost.touch",NA,NA,NA,NA,NA,NA,NA
24,"3",NA,"CRC","Barrantes","take.on.won",NA,NA,NA,NA,"USA","Krieger",NA,NA,NA,NA,"fouls.won",NA,"fouls.conceded",NA
25,"4",NA,"CRC","Acosta","passes.f",NA,NA,"launch,free.kick",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,"4",NA,"CRC","Venegas","aerial.lost",NA,NA,NA,NA,"USA","Horan","aerial.won",NA,NA,NA,NA,NA,NA,NA
27,"4",NA,"CRC","Alvarado","aerial.lost",NA,NA,NA,NA,"USA","Brian","aerial.won",NA,NA,NA,NA,NA,NA,NA
28,"4",NA,"CRC","Rodriguez","recoveries",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,"4",NA,"CRC","Rodriguez","passes.f.c",NA,NA,"headed",NA,"USA","Dunn","pressured",NA,NA,NA,NA,NA,NA,NA
30,"4",NA,"CRC","S. Cruz","passes.f.c",NA,NA,NA,NA,"USA","Dunn","pressured",NA,NA,NA,NA,NA,NA,NA
31,"4",NA,"CRC","Venegas","dispossessed",NA,NA,NA,NA,"USA","Brian","dispossess.steal",NA,NA,NA,NA,NA,NA,NA
31,"4",NA,NA,NA,NA,NA,NA,NA,NA,"USA","Horan","challenged",NA,NA,NA,NA,NA,NA,NA
32,"4",NA,"CRC","Barrantes","recoveries",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,"4",NA,"CRC","Barrantes","passes.b.c",NA,NA,NA,NA,"USA","Dunn","pressured",NA,NA,NA,NA,NA,NA,NA
33,"4",NA,NA,NA,NA,NA,NA,NA,NA,"USA","Krieger","pressured",NA,NA,NA,NA,NA,NA,NA
34,"4",NA,"CRC","S. Cruz","dispossessed",NA,NA,NA,NA,"USA","Lloyd","dispossess.ball.shield",NA,NA,NA,NA,NA,NA,NA
34,"4",NA,NA,NA,NA,NA,NA,NA,NA,"USA","Dunn","pressured",NA,NA,NA,NA,NA,NA,NA
35,"4",NA,"CRC","Rodriguez","recoveries",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,"4",NA,"CRC","Rodriguez","take.on.won",NA,NA,NA,NA,"USA","Lloyd","dribbled.tackles.missed",NA,NA,NA,NA,NA,NA,NA
37,"4",NA,"CRC","Rodriguez","take.on.won",NA,NA,NA,NA,"USA","Dunn","dribbled.out.run",NA,NA,NA,NA,NA,NA,NA
38,"4",NA,"CRC","Rodriguez","passes.f.c",NA,NA,NA,NA,"USA","Dunn","pressured",NA,NA,NA,NA,NA,NA,NA
39,"4",NA,"CRC","Venegas","passes.b.c",NA,NA,"lay.off",NA,"USA","Johnston","pressured",NA,NA,NA,NA,NA,NA,NA
40,"4",NA,"CRC","Rodriguez","take.on.lost",NA,NA,NA,NA,"USA","Johnston","tackles.ball.away",NA,NA,NA,NA,NA,NA,NA
40,"4",NA,NA,NA,NA,NA,NA,NA,NA,"USA","Dunn","pressured",NA,NA,NA,NA,NA,NA,NA
41,"4",NA,"USA","Krieger","recoveries",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,"4",NA,"USA","Krieger","passes.f.c",NA,NA,NA,NA,"CRC","Barrantes","challenged",NA,NA,NA,NA,NA,NA,NA
43,"4",NA,"USA","Dunn","dispossessed",NA,NA,NA,NA,"CRC","D. Cruz","dispossess.steal",NA,NA,NA,NA,"out.of.bounds.lost.poss",NA,NA
44,"5",NA,"CRC","D. Cruz","passes.f.c",NA,NA,"throw.in",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,"5",NA,"CRC","S. Cruz","dispossessed",NA,NA,NA,NA,"USA","Dunn","dispossess.steal",NA,NA,NA,NA,"out.of.bounds.keep.poss",NA,NA
45,"5",NA,NA,NA,NA,NA,NA,NA,NA,"USA","Krieger","challenged",NA,NA,NA,NA,NA,NA,NA
46,"5",NA,"CRC","D. Cruz","passes.s.c",NA,NA,"throw.in",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,"5",NA,"CRC","Barrantes","passes.b.c",NA,NA,NA,NA,"USA","Dunn","challenged",NA,NA,NA,NA,NA,NA,NA
48,"5",NA,"CRC","D. Cruz","passes.s",NA,NA,"corner.crosses",NA,NA,NA,NA,NA,NA,NA,NA,"out.of.bounds.lost.poss",NA,NA
49,"6",NA,"USA","Solo","passes.f.c",NA,NA,"goal.kick",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,"6",NA,"USA","Sauerbrunn","passes.s.c",NA,"D3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,"6",NA,"USA","Horan","movement","D3L","DM3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,"6",NA,"USA","Horan","passes.s.c",NA,"DM3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,"6",NA,"USA","Krieger","movement","DM3R","AM3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,"6",NA,"USA","Krieger","passes.f",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"out.of.bounds.lost.poss",NA,NA
55,"6",NA,"CRC","D. Cruz","passes.f",NA,NA,"throw.in",NA,"USA","Krieger","interceptions",NA,NA,NA,NA,NA,NA,NA
56,"6",NA,"USA","Krieger","clearances",NA,NA,NA,NA,"CRC","Rodriguez","interceptions",NA,NA,NA,NA,NA,NA,NA
57,"6",NA,"CRC","Rodriguez","lost.touch",NA,NA,NA,NA,"USA","Brian","pressured",NA,NA,NA,NA,"out.of.bounds.lost.poss",NA,NA
58,"6",NA,"USA","Krieger","passes.b.c",NA,NA,"throw.in",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,"6",NA,"USA","Johnston","passes.s.c",NA,"DM3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,"6",NA,"USA","Sauerbrunn","movement","DM3L","AM3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,"6",NA,"USA","Sauerbrunn","passes.f.c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,"6",NA,"USA","Klingenberg","take.on.won",NA,NA,NA,NA,"CRC","Herrera","dribbled.turned",NA,NA,NA,NA,NA,NA,NA
63,"6",NA,"USA","Klingenberg","passes.b.c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,"6",NA,"USA","Horan","passes.s.c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,"6",NA,"USA","Johnston","passes.f.c",NA,NA,"launch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,"7",NA,"USA","Lloyd","passes.s.c",NA,NA,"lay.off",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,"7",NA,"USA","Horan","lost.touch",NA,NA,NA,NA,"CRC","Alvarado","pressured",NA,NA,NA,NA,NA,NA,NA
68,"7",NA,"USA","Lloyd","recoveries",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,"7",NA,"USA","Lloyd","lost.touch",NA,NA,NA,NA,"CRC","S. Cruz","pressured",NA,NA,NA,NA,NA,NA,NA
70,"7",NA,"CRC","Herrera","recoveries",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,"7",NA,"CRC","Herrera","passes.f",NA,NA,NA,NA,"USA","Brian","interceptions",NA,NA,NA,NA,NA,NA,NA
72,"7",NA,"USA","Brian","passes.f",NA,NA,NA,NA,"CRC","Rodriguez","blocks",NA,NA,NA,NA,NA,NA,NA
73,"7",NA,"CRC","S. Cruz","recoveries",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,"7",NA,"CRC","S. Cruz","passes.f.c",NA,NA,NA,NA,"USA","Brian","pressured",NA,NA,NA,NA,NA,NA,NA
75,"7",NA,"CRC","Rodriguez","passes.f",NA,NA,"through",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,"7",NA,"USA","Krieger","recoveries",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,"7",NA,"USA","Krieger","passes.b.c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,"7",NA,"USA","Solo","passes.f.c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,"7",NA,"USA","Sauerbrunn","passes.f.c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,"7",NA,"USA","Horan","passes.f.c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,"7",NA,"USA","Heath","passes.s.c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,"7",NA,"USA","Morgan","passes.b.c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83,"7",NA,"USA","Horan","passes.f.c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,"7",NA,"USA","Heath","passes.b.c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,"7",NA,"USA","Horan","passes.s.c",NA,"DM3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,"7",NA,"USA","Johnston","movement","DM3R","AM3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87,"7",NA,"USA","Johnston","passes.f.c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88,"7",NA,"USA","Dunn","passes.f",NA,NA,"through",NA,"CRC","D. Cruz","pressured",NA,NA,NA,NA,NA,NA,NA
89,"7",NA,"CRC","S. Cruz","recoveries",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90,"7",NA,"CRC","S. Cruz","clearances",NA,NA,NA,NA,"USA","Krieger","pressured",NA,NA,NA,NA,"out.of.bounds.keep.poss",NA,NA
91,"8",NA,"CRC","D. Cruz","passes.f.c",NA,NA,"throw.in",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,"8",NA,"CRC","S. Cruz","aerial.won",NA,NA,NA,NA,"USA","Krieger","aerial.lost",NA,NA,NA,NA,"out.of.bounds.lost.poss",NA,NA
93,"8",NA,"USA","Krieger","passes.f.c",NA,NA,"throw.in",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94,"8",NA,"USA","Lloyd","aerial.won",NA,NA,NA,NA,"CRC","Acosta","aerial.lost",NA,NA,NA,NA,NA,NA,NA
95,"8",NA,"USA","Lloyd","passes.f.c",NA,NA,"headed,flick.on",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96,"8",NA,"USA","Morgan","passes.b.c",NA,"A3R",NA,NA,"CRC","Sanchez","challenged",NA,NA,NA,NA,NA,NA,NA
97,"8",NA,"USA","Dunn","movement","A3R","A3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98,"8",NA,"USA","Dunn","movement","A3C","A18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,"8",NA,"USA","Dunn","take.on.won",NA,NA,NA,NA,"CRC","Herrera","dribbled.tackles.missed",NA,NA,NA,"penalties.won",NA,"penalties.conceded",NA
100,"9",NA,"USA","Lloyd","shots.scored","A18",NA,"pk",NA,"CRC","Diaz","gk.s.o.g.scored",NA,"diving",NA,NA,NA,NA,NA
101,"9",NA,NA,NA,"playcutoffbybroadcast",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102,"10",NA,"CRC","Rodriguez","passes.b.c",NA,NA,NA,NA,"USA","Lloyd","pressured",NA,NA,NA,NA,NA,NA,NA
103,"10",NA,"CRC","Alvarado","passes.f.c",NA,NA,NA,NA,"USA","Morgan","pressured",NA,NA,NA,NA,NA,NA,NA
104,"10",NA,"CRC","S. Cruz","passes.f.c",NA,NA,NA,NA,"USA","Brian","pressured",NA,NA,NA,NA,NA,NA,NA
105,"10",NA,"CRC","Barrantes","passes.f.c",NA,NA,NA,NA,"USA","Dunn","pressured",NA,NA,NA,NA,NA,NA,NA
106,"10",NA,"CRC","Venegas","passes.b.c",NA,NA,NA,NA,"USA","Johnston","pressured",NA,NA,NA,NA,NA,NA,NA
106,"10",NA,NA,NA,NA,NA,NA,NA,NA,"USA","Brian","pressured",NA,NA,NA,NA,NA,NA,NA
107,"10",NA,"CRC","Barrantes","passes.f.c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108,"10",NA,"CRC","D. Cruz","passes.s",NA,NA,"lay.off",NA,"USA","Krieger","challenged",NA,NA,NA,NA,"out.of.bounds.lost.poss",NA,NA
109,"10",NA,NA,NA,"playcutoffbybroadcast",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110,"10",NA,"USA","Sauerbrunn","passes.s.c",NA,"D3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111,"10",NA,"USA","Horan","movement","D3C","DM3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112,"10",NA,"USA","Horan","passes.s.c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,"10",NA,"USA","Johnston","passes.f.c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,"10",NA,"USA","Krieger","passes.s.c",NA,NA,NA,NA,"CRC","Barrantes","pressured",NA,NA,NA,NA,NA,NA,NA
115,"10",NA,"USA","Horan","passes.f.c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116,"10",NA,"USA","Lloyd","passes.b.c",NA,NA,NA,NA,"CRC","Venegas","pressured",NA,NA,NA,NA,NA,NA,NA
117,"10",NA,"USA","Horan","passes.b.c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118,"11",NA,"USA","Sauerbrunn","passes.f.c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119,"11",NA,"USA","Brian","passes.b.c",NA,NA,NA,NA,"CRC","S. Cruz","pressured",NA,NA,NA,NA,NA,NA,NA
120,"11",NA,"USA","Sauerbrunn","passes.f.c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,"11",NA,"USA","Heath","passes.f",NA,NA,NA,NA,"CRC","Herrera","pressured",NA,NA,NA,NA,NA,NA,NA
121,"11",NA,NA,NA,NA,NA,NA,NA,NA,"CRC","Alvarado","interceptions",NA,NA,NA,NA,NA,NA,NA
122,"11",NA,"CRC","Alvarado","passes.b.c",NA,NA,NA,NA,"USA","Klingenberg","pressured",NA,NA,NA,NA,NA,NA,NA
123,"11",NA,"CRC","Acosta","passes.f.c",NA,NA,"launch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124,"11",NA,"CRC","S. Cruz","passes.f.c",NA,NA,NA,NA,"USA","Brian","pressured",NA,NA,NA,NA,NA,NA,NA
125,"11",NA,"CRC","Herrera","passes.b.c",NA,NA,NA,NA,"USA","Sauerbrunn","challenged",NA,NA,NA,NA,NA,NA,NA
125,"11",NA,NA,NA,NA,NA,NA,NA,NA,"USA","Brian","pressured",NA,NA,NA,NA,NA,NA,NA
126,"11",NA,"CRC","Saenz","passes.s.c",NA,NA,NA,NA,"USA","Lloyd","pressured",NA,NA,NA,NA,NA,NA,NA
126,"11",NA,"CRC","Acosta",NA,NA,NA,NA,NA,"USA","Dunn",NA,NA,NA,NA,"fouls.won",NA,"fouls.conceded",NA
127,"11",NA,"CRC","Acosta","passes.b.c",NA,NA,"free.kick",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
128,"11",NA,"CRC","Saenz","passes.b.c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
129,"11",NA,"CRC","Diaz","passes.f.c",NA,NA,"launch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
130,"11",NA,"CRC","S. Cruz","aerial.won",NA,NA,NA,NA,"USA","Horan","aerial.lost",NA,NA,NA,NA,NA,NA,NA
131,"11",NA,"CRC","Rodriguez","lost.touch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
132,"11",NA,"USA","Horan","recoveries",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
133,"11",NA,"USA","Horan","passes.f.c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
134,"12",NA,"USA","Lloyd","passes.s.c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
135,"12",NA,"USA","Morgan","passes.f.c",NA,NA,"through",NA,"CRC","Acosta","pressured",NA,NA,NA,NA,NA,NA,NA
136,"12",NA,"USA","Heath","passes.s",NA,NA,"corner.crosses",NA,"CRC","Saenz","blocks",NA,NA,NA,NA,"out.of.bounds.keep.poss",NA,NA
137,"12",NA,"USA","Brian","passes.s",NA,NA,"corner.kick",NA,"CRC","Rodriguez","clearances",NA,NA,NA,NA,NA,NA,NA
138,"12",NA,"CRC","S. Cruz","recoveries",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
139,"12",NA,"CRC","S. Cruz","dispossessed",NA,NA,NA,NA,"USA","Lloyd","dispossess.steal",NA,NA,NA,NA,NA,NA,NA
139,"12",NA,NA,NA,NA,NA,NA,NA,NA,"USA","Krieger","challenged",NA,NA,NA,NA,"out.of.bounds.lost.poss",NA,NA
140,"12",NA,"USA","Lloyd","lost.touch",NA,NA,NA,NA,"CRC","Barrantes","pressured",NA,NA,NA,NA,"out.of.bounds.lost.poss",NA,NA
141,"13",NA,"CRC","D. Cruz","passes.f.c",NA,NA,"throw.in",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
142,"13",NA,"CRC","Venegas","dispossessed",NA,NA,NA,NA,"USA","Krieger","dispossess.ball.shield",NA,NA,NA,NA,"out.of.bounds.lost.poss",NA,NA
143,"13",NA,"USA","Krieger","passes.b.c",NA,"DM3R","throw.in",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
144,"13",NA,"USA","Johnston","movement","DM3R","AM3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
145,"13",NA,"USA","Johnston","passes.f",NA,NA,"launch",NA,"CRC","Saenz","interceptions",NA,NA,NA,NA,NA,NA,NA
146,"13",NA,"CRC","Saenz","passes.f",NA,NA,NA,NA,"USA","Horan","blocks",NA,NA,NA,NA,"out.of.bounds.keep.poss",NA,NA
147,"13",NA,"CRC","Saenz","passes.f.c",NA,NA,"throw.in",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
148,"13",NA,"CRC","S. Cruz","passes.s.c",NA,NA,NA,NA,"USA","Horan","pressured",NA,NA,NA,NA,NA,NA,NA
149,"13",NA,"CRC","Rodriguez","passes.b.c",NA,NA,NA,NA,"USA","Dunn","pressured",NA,NA,NA,NA,NA,NA,NA
149,"13",NA,NA,NA,NA,NA,NA,NA,NA,"USA","Brian","pressured",NA,NA,NA,NA,NA,NA,NA
150,"13",NA,"CRC","S. Cruz","passes.s.c",NA,"A3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
151,"13",NA,"CRC","D. Cruz","movement","A3R","AM3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
152,"13",NA,"CRC","D. Cruz","passes.f.c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
153,"13",NA,"CRC","Venegas","passes.s.c",NA,NA,NA,NA,"USA","Johnston","pressured",NA,NA,NA,NA,NA,NA,NA
154,"13",NA,"CRC","Barrantes","passes.b",NA,NA,NA,NA,"USA","Lloyd","interceptions",NA,NA,NA,NA,NA,NA,NA
155,"13",NA,"USA","Lloyd","passes.b.c",NA,NA,NA,NA,"CRC","D. Cruz","challenged",NA,NA,NA,NA,NA,NA,NA
156,"14",NA,"USA","Dunn","passes.b.c",NA,NA,NA,NA,"CRC","Barrantes","pressured",NA,NA,NA,NA,NA,NA,NA
157,"14",NA,"USA","Krieger","passes.b.c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
158,"14",NA,"USA","Johnston","passes.s.c",NA,"D3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
159,"14",NA,"USA","Sauerbrunn","movement","D3L","DM3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
160,"14",NA,"USA","Sauerbrunn","passes.s.c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
161,"14",NA,"USA","Johnston","passes.s.c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
162,"14",NA,"USA","Sauerbrunn","passes.f",NA,NA,"launch",NA,NA,NA,NA,NA,NA,NA,NA,"out.of.bounds.lost.poss",NA,NA
163,"14",NA,"CRC","Saenz","passes.f",NA,NA,"throw.in",NA,"USA","Heath","interceptions","A3R",NA,NA,NA,NA,NA,NA
164,"14",NA,"USA","Heath","passes.s.c",NA,NA,NA,NA,"CRC","Herrera","pressured",NA,NA,NA,NA,NA,NA,NA
164,"14",NA,NA,NA,NA,NA,NA,NA,NA,"CRC","S. Cruz","pressured",NA,NA,NA,NA,NA,NA,NA
165,"14",NA,"USA","Lloyd","dispossessed",NA,NA,NA,NA,"CRC","S. Cruz","dispossess.lost.touch",NA,NA,NA,NA,NA,NA,NA
166,"14",NA,"USA","Brian","recoveries",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
167,"14",NA,"USA","Brian","passes.b.c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
168,"14",NA,"USA","Horan","passes.b.c",NA,NA,NA,NA,"CRC","S. Cruz","challenged",NA,NA,NA,NA,NA,NA,NA
169,"14",NA,"USA","Sauerbrunn","passes.s.c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
170,"14",NA,"USA","Johnston","passes.f.c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
171,"14",NA,"USA","Krieger","passes.b.c",NA,NA,NA,NA,"CRC","Venegas","pressured",NA,NA,NA,NA,NA,NA,NA
172,"15",NA,"USA","Horan","passes.f.c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
173,"15",NA,"USA","Brian","passes.b.c",NA,NA,NA,NA,"CRC","Alvarado","pressured",NA,NA,NA,NA,NA,NA,NA
174,"15",NA,"USA","Johnston","passes.s.c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
175,"15",NA,"USA","Sauerbrunn","passes.f.c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
176,"15",NA,"USA","Heath","passes.f.c",NA,NA,NA,NA,"CRC","Herrera","pressured",NA,NA,NA,NA,NA,NA,NA
176,"15",NA,NA,NA,NA,NA,NA,NA,NA,"CRC","Sanchez","blocks",NA,NA,NA,NA,"out.of.bounds.keep.poss",NA,NA
177,"15",NA,"USA","Sauerbrunn","passes.s.c",NA,NA,"throw.in",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
178,"15",NA,"USA","Horan","passes.s.c",NA,"A18","headed,flick.on",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
