uniq_poss_discp_id,uniq_event_id,match_id,event,possdiscp_id,poss_player_disciplinary
1001219,1091848,100114,323,1003,fouls.won
1001220,1092015,100114,490,1004,fouls.won
1001221,1092192,100114,667,1005,fouls.conceded
1001222,1092198,100114,673,1006,fouls.won
1001223,1092558,100114,1033,1007,fouls.conceded
1001224,1092645,100114,1120,1008,fouls.won
1001225,1092647,100114,1122,1009,fouls.won
1001226,1092661,100114,1136,1010,fouls.won
1001227,1092673,100114,1148,1011,fouls.won
1001228,1092684,100114,1159,1012,fouls.won
1001229,1092800,100114,1275,1013,fouls.won
1001230,1093168,100094,306,1001,fouls.won
1001231,1093187,100094,325,1002,fouls.won
1001232,1093222,100094,360,1003,fouls.won
1001233,1093245,100094,383,1004,fouls.won
1001234,1093265,100094,403,1005,fouls.conceded
1001235,1093335,100094,473,1006,fouls.won
1001236,1093355,100094,493,1007,fouls.won
1001237,1093360,100094,498,1008,fouls.won
1001238,1093378,100094,516,1009,fouls.won
1001239,1093380,100094,518,1010,fouls.conceded
1001240,1093452,100094,590,1011,fouls.won
1001241,1093459,100094,597,1012,fouls.won
1001242,1093464,100094,602,1013,fouls.won
1001243,1093480,100094,618,1014,fouls.won
1001244,1093510,100094,648,1015,fouls.won
1001245,1093628,100094,766,1016,fouls.won
1001246,1093644,100094,782,1017,fouls.conceded
1001247,1093705,100094,843,1018,fouls.won
1001248,1093822,100094,960,1019,fouls.conceded
1001249,1093872,100094,1010,1020,fouls.won
1001250,1093902,100094,1040,1021,fouls.conceded
1001251,1093917,100094,1055,1022,fouls.conceded
1001252,1093917,100094,1055,1023,yellow.cards
1001253,1093921,100094,1059,1024,fouls.won
1001254,1093992,100094,1130,1025,fouls.won
1001255,1094010,100094,1148,1026,fouls.won
1001256,1094141,100044,15,1001,fouls.won
1001257,1094189,100044,63,1002,fouls.won
1001258,1094275,100044,149,1003,fouls.won
1001259,1094355,100044,229,1004,fouls.won
1001260,1094390,100044,264,1005,fouls.won
1001261,1094533,100044,407,1006,fouls.won
1001262,1094634,100044,508,1007,fouls.won
1001263,1094645,100044,519,1008,fouls.won
1001264,1094660,100044,534,1009,fouls.won
1001265,1094664,100044,538,1010,fouls.won
1001266,1094729,100044,603,1011,fouls.won
1001267,1094898,100044,772,1012,fouls.conceded
1001268,1094905,100044,779,1013,fouls.won
1001269,1094982,100044,856,1014,fouls.conceded
1001270,1094994,100044,868,1015,fouls.won
1001271,1095133,100044,1007,1016,fouls.won
1001272,1095147,100044,1021,1017,fouls.won
1001273,1095156,100044,1030,1018,fouls.won
1001274,1095437,100044,1311,1019,fouls.won
1001275,1095443,100044,1317,1020,fouls.won
1001276,1095520,100044,1394,1021,fouls.won
1001277,1095550,100044,1424,1022,fouls.conceded
1001278,1095572,100044,1446,1023,fouls.won
1001279,1095580,100044,1454,1024,fouls.won
1001280,1095610,100133,20,1001,fouls.won
1001281,1095821,100133,231,1002,fouls.won
1001282,1095872,100133,282,1003,fouls.won
1001283,1095879,100133,289,1004,fouls.won
1001284,1096431,100133,841,1005,fouls.conceded
1001285,1096604,100133,1014,1006,fouls.won
1001286,1096610,100133,1020,1007,fouls.won
1001287,1096669,100133,1079,1008,fouls.won
1001288,1097235,100107,140,1001,fouls.conceded
1001289,1097296,100107,201,1002,fouls.won
1001290,1097556,100107,461,1003,fouls.won
1001291,1097675,100107,580,1004,fouls.won
1001292,1097854,100107,759,1005,fouls.won
1001293,1097866,100107,771,1006,fouls.conceded
1001294,1097886,100107,791,1007,fouls.conceded
1001295,1097978,100107,883,1008,fouls.won
1001296,1098031,100107,936,1009,fouls.won
1001297,1098138,100107,1043,1010,fouls.won
1001298,1098223,100107,1128,1011,fouls.won
1001299,1098474,100107,1379,1012,fouls.won
1001300,1098577,100104,82,1001,fouls.won
1001301,1098631,100104,136,1002,fouls.won
1001302,1098799,100104,304,1003,fouls.won
1001303,1098861,100104,366,1004,fouls.conceded
1001304,1099033,100104,538,1005,fouls.won
1001305,1099191,100104,696,1006,fouls.won
1001306,1099246,100104,751,1007,fouls.conceded
1001307,1099388,100104,893,1008,fouls.won
1001308,1099401,100104,906,1009,fouls.won
1001309,1099413,100104,918,1010,fouls.won
1001310,1099591,100104,1096,1011,fouls.won
1001311,1099696,100104,1201,1012,fouls.conceded
1001312,1099702,100104,1207,1013,fouls.won
1001313,1099705,100104,1210,1014,fouls.won
1001314,1099709,100104,1214,1015,fouls.won
1001315,1099721,100104,1226,1016,fouls.won
1001316,1099755,100104,1260,1017,fouls.won
1001317,1099824,100092,61,1001,fouls.won
1001318,1099885,100092,122,1002,fouls.won
1001319,1099916,100092,153,1003,fouls.conceded
1001320,1099941,100092,178,1004,fouls.won
1001321,1099977,100092,214,1005,fouls.won
1001322,1100000,100092,237,1006,fouls.conceded
1001323,1100031,100092,268,1007,fouls.won
1001324,1100105,100092,342,1008,fouls.conceded
1001325,1100176,100092,413,1009,fouls.won
1001326,1100282,100092,519,1010,fouls.conceded
1001327,1100301,100092,538,1011,fouls.won
1001328,1100332,100092,569,1012,fouls.won
1001329,1100527,100092,764,1013,fouls.won
1001330,1100560,100092,797,1014,fouls.won
1001331,1100619,100092,856,1015,fouls.won
1001332,1100674,100092,911,1016,fouls.won
1001333,1100696,100092,933,1017,fouls.won
1001334,1100722,100092,959,1018,fouls.won
1001335,1100751,100092,988,1019,fouls.won
1001336,1100812,100092,1049,1020,fouls.conceded
1001337,1100858,100092,1095,1021,fouls.conceded
1001338,1100953,100092,1190,1022,fouls.won
1001339,1101026,100092,1263,1023,fouls.won
1001340,1101041,100092,1278,1024,fouls.won
1001341,1101099,100093,38,1001,fouls.conceded
1001342,1101111,100093,50,1002,fouls.won
1001343,1101134,100093,73,1003,fouls.conceded
1001344,1101137,100093,76,1004,fouls.won
1001345,1101246,100093,185,1005,fouls.won
1001346,1101306,100093,245,1006,fouls.conceded
1001347,1101383,100093,322,1007,fouls.won
1001348,1101438,100093,377,1008,fouls.won
1001349,1101471,100093,410,1009,fouls.won
1001350,1101617,100093,556,1010,fouls.won
1001351,1101665,100093,604,1011,fouls.won
1001352,1101795,100093,734,1012,fouls.won
1001353,1101815,100093,754,1013,fouls.won
1001354,1101949,100093,888,1014,fouls.won
1001355,1101952,100093,891,1015,fouls.won
1001356,1102082,100093,1021,1016,fouls.won
1001357,1102259,100093,1198,1017,fouls.won
1001358,1102293,100093,1232,1018,fouls.won
1001359,1102348,100093,1287,1019,fouls.won
1001360,1102394,100093,1333,1020,fouls.conceded
1001361,1102422,100093,1361,1021,fouls.won
1001362,1102734,100129,288,1001,fouls.won
1001363,1102881,100129,435,1002,fouls.won
1001364,1102904,100129,458,1003,fouls.conceded
1001365,1102949,100129,503,1004,fouls.conceded
1001366,1102955,100129,509,1005,fouls.won
1001367,1103047,100129,601,1006,fouls.conceded
1001368,1103132,100129,686,1007,fouls.won
1001369,1103546,100129,1100,1008,fouls.won
1001370,1103681,100129,1235,1009,fouls.won
1001371,1103730,100129,1284,1010,fouls.won
1001372,1103734,100129,1288,1011,fouls.won
1001373,1103755,100129,1309,1012,fouls.won
1001374,1103767,100129,1321,1013,penalties.won
1001375,1103830,100129,1384,1014,fouls.won
1001376,1103854,100129,1408,1015,fouls.conceded
1001377,1103867,100129,1421,1016,fouls.won
1001378,1104008,100041,100,1001,fouls.won
1001379,1104176,100041,268,1002,fouls.won
1001380,1104186,100041,278,1003,fouls.won
1001381,1104232,100041,324,1004,fouls.won
1001382,1104243,100041,335,1005,fouls.won
1001383,1104361,100041,453,1006,fouls.won
1001384,1104387,100041,479,1007,fouls.won
1001385,1104456,100041,548,1008,fouls.won
1001386,1104531,100041,623,1009,fouls.conceded
1001387,1104533,100041,625,1010,yellow.cards
1001388,1104722,100041,814,1011,fouls.won
1001389,1104785,100041,877,1012,fouls.conceded
1001390,1104835,100041,927,1013,fouls.won
1001391,1104848,100041,940,1014,fouls.conceded
1001392,1104887,100041,979,1015,fouls.won
1001393,1105002,100041,1094,1016,fouls.won
1001394,1105027,100041,1119,1017,fouls.won
1001395,1105039,100041,1131,1018,fouls.conceded
1001396,1105058,100041,1150,1019,fouls.won
1001397,1105142,100041,1234,1020,fouls.won
1001398,1105196,100041,1288,1021,fouls.won
1001399,1105461,100079,251,1001,fouls.conceded
1001400,1105529,100079,319,1002,fouls.won
1001401,1105549,100079,339,1003,fouls.won
1001402,1105827,100079,617,1004,fouls.conceded
1001403,1105999,100079,789,1005,fouls.won
1001404,1106021,100079,811,1006,fouls.won
1001405,1106098,100079,888,1007,fouls.won
1001406,1106196,100079,986,1008,fouls.won
1001407,1106245,100079,1035,1009,fouls.won
1001408,1106251,100079,1041,1010,fouls.won
1001409,1106295,100079,1085,1011,fouls.won
1001410,1106317,100079,1107,1012,fouls.won
1001411,1106324,100079,1114,1013,fouls.conceded
1001412,1106477,100079,1267,1014,fouls.won
1001413,1106549,100083,16,1001,fouls.won
1001414,1106759,100083,226,1002,fouls.won
1001415,1106781,100083,248,1003,fouls.won
1001416,1106857,100083,324,1004,fouls.won
1001417,1106892,100083,359,1005,fouls.won
1001418,1106972,100083,439,1006,fouls.won
1001419,1107004,100083,471,1007,fouls.won
1001420,1107065,100083,532,1008,fouls.conceded
1001421,1107081,100083,548,1009,fouls.won
1001422,1107095,100083,562,1010,fouls.won
1001423,1107184,100083,651,1011,fouls.conceded
1001424,1107219,100083,686,1012,fouls.won
1001425,1107305,100083,772,1013,fouls.won
1001426,1107310,100083,777,1014,fouls.won
1001427,1107312,100083,779,1015,fouls.won
1001428,1107317,100083,784,1016,fouls.won
1001429,1107336,100083,803,1017,fouls.conceded
1001430,1107349,100083,816,1018,fouls.won
1001431,1107737,100083,1204,1019,fouls.conceded
1001432,1107737,100083,1204,1020,yellow.cards
1001433,1107909,100124,118,1001,fouls.won
1001434,1108045,100124,254,1002,fouls.won
1001435,1108055,100124,264,1003,fouls.won
1001436,1108096,100124,305,1004,fouls.won
1001437,1108228,100124,437,1005,fouls.won
1001438,1108252,100124,461,1006,fouls.conceded
1001439,1108381,100124,590,1007,fouls.won
1001440,1108389,100124,598,1008,fouls.conceded
1001441,1108404,100124,613,1009,fouls.won
1001442,1108431,100124,640,1010,fouls.won
1001443,1108434,100124,643,1011,fouls.won
1001444,1108510,100124,719,1012,fouls.won
1001445,1108515,100124,724,1013,fouls.won
1001446,1108576,100124,785,1014,fouls.conceded
1001447,1108595,100124,804,1015,fouls.conceded
1001448,1108671,100124,880,1016,fouls.won
1001449,1108713,100124,922,1017,fouls.conceded
1001450,1108789,100124,998,1018,fouls.won
1001451,1108819,100124,1028,1019,fouls.won
1001452,1108923,100124,1132,1020,fouls.won
1001453,1109020,100124,1229,1021,fouls.won
1001454,1109566,100053,428,1001,fouls.won
1001455,1109683,100053,545,1002,fouls.conceded
1001456,1109690,100053,552,1003,fouls.won
1001457,1109853,100053,715,1004,fouls.won
1001458,1109865,100053,727,1005,fouls.won
1001459,1110041,100053,903,1006,fouls.won
1001460,1110109,100053,971,1007,fouls.won
1001461,1110185,100053,1047,1008,fouls.won
1001462,1110205,100053,1067,1009,fouls.won
1001463,1110345,100053,1207,1010,fouls.conceded
1001464,1110421,100053,1283,1011,fouls.conceded
1001465,1110639,100108,206,1001,fouls.conceded
1001466,1110668,100108,235,1002,fouls.won
1001467,1110697,100108,264,1003,fouls.conceded
1001468,1110745,100108,312,1004,fouls.won
1001469,1110890,100108,457,1005,fouls.won
1001470,1110906,100108,473,1006,fouls.won
1001471,1110938,100108,505,1007,fouls.won
1001472,1110983,100108,550,1008,fouls.won
1001473,1111038,100108,605,1009,fouls.won
1001474,1111446,100108,1013,1010,fouls.conceded
1001475,1111469,100108,1036,1011,fouls.won
1001476,1111519,100108,1086,1012,fouls.conceded
1001477,1111672,100108,1239,1013,fouls.conceded
1001478,1111716,100108,1283,1014,fouls.conceded
1001479,1111883,100108,1450,1015,fouls.won
1001480,1111895,100108,1462,1016,fouls.conceded
1001481,1112087,100058,132,1001,fouls.won
1001482,1112105,100058,150,1002,fouls.won
1001483,1112209,100058,254,1003,fouls.won
1001484,1112255,100058,300,1004,fouls.won
1001485,1112299,100058,344,1005,fouls.won
1001486,1112360,100058,405,1006,fouls.won
1001487,1112394,100058,439,1007,fouls.won
1001488,1112412,100058,457,1008,fouls.won
1001489,1112546,100058,591,1009,fouls.won
1001490,1112682,100058,727,1010,fouls.won
1001491,1112713,100058,758,1011,fouls.won
1001492,1112720,100058,765,1012,fouls.won
1001493,1112768,100058,813,1013,fouls.won
1001494,1112810,100058,855,1014,fouls.conceded
1001495,1112844,100058,889,1015,fouls.won
1001496,1112856,100058,901,1016,fouls.won
1001497,1112878,100058,923,1017,fouls.won
1001498,1112908,100058,953,1018,fouls.won
1001499,1112933,100058,978,1019,fouls.won
1001500,1112962,100058,1007,1020,fouls.won
1001501,1113021,100058,1066,1021,fouls.won
1001502,1113142,100058,1187,1022,fouls.won
1001503,1113152,100058,1197,1023,fouls.won
1001504,1113232,100116,17,1001,fouls.won
1001505,1113289,100116,74,1002,fouls.won
1001506,1113298,100116,83,1003,fouls.won
1001507,1113328,100116,113,1004,fouls.won
1001508,1113377,100116,162,1005,fouls.won
1001509,1113412,100116,197,1006,fouls.won
1001510,1113482,100116,267,1007,fouls.won
1001511,1113490,100116,275,1008,fouls.won
1001512,1113567,100116,352,1009,fouls.won
1001513,1113651,100116,436,1010,fouls.won
1001514,1113710,100116,495,1011,fouls.won
1001515,1113726,100116,511,1012,fouls.won
1001516,1113733,100116,518,1013,fouls.won
1001517,1113762,100116,547,1014,fouls.won
1001518,1113778,100116,563,1015,fouls.won
1001519,1113782,100116,567,1016,fouls.won
1001520,1113796,100116,581,1017,fouls.conceded
1001521,1113820,100116,605,1018,fouls.won
1001522,1113824,100116,609,1019,fouls.won
1001523,1113869,100116,654,1020,fouls.conceded
1001524,1113904,100116,689,1021,fouls.won
1001525,1113921,100116,706,1022,fouls.won
1001526,1114092,100116,877,1023,fouls.won
1001527,1114109,100116,894,1024,fouls.won
1001528,1114172,100116,957,1025,fouls.won
1001529,1114254,100116,1039,1026,fouls.conceded
1001530,1114258,100116,1043,1027,fouls.won
1001531,1114288,100116,1073,1028,fouls.won
1001532,1114303,100116,1088,1029,fouls.won
1001533,1114322,100116,1107,1030,fouls.conceded
1001534,1114327,100116,1112,1031,fouls.won
1001535,1114346,100116,1131,1032,fouls.won
1001536,1114448,100078,82,1001,fouls.conceded
1001537,1114513,100078,147,1002,fouls.conceded
1001538,1114575,100078,209,1003,fouls.won
1001539,1114616,100078,250,1004,fouls.won
1001540,1114630,100078,264,1005,fouls.won
1001541,1114695,100078,329,1006,fouls.won
1001542,1114864,100078,498,1007,fouls.won
1001543,1114985,100078,619,1008,fouls.won
1001544,1115167,100078,801,1009,fouls.won
1001545,1115170,100078,804,1010,fouls.conceded
1001546,1115183,100078,817,1011,fouls.conceded
1001547,1115229,100078,863,1012,fouls.won
1001548,1115267,100078,901,1013,fouls.won
1001549,1115344,100078,978,1014,fouls.won
1001550,1115347,100078,981,1015,fouls.won
1001551,1115430,100078,1064,1016,fouls.won
1001552,1115458,100078,1092,1017,fouls.won
1001553,1115486,100078,1120,1018,fouls.won
1001554,1115561,100078,1195,1019,fouls.won
1001555,1115565,100078,1199,1020,fouls.conceded
1001556,1115708,100088,24,1001,fouls.won
1001557,1115886,100088,202,1002,fouls.conceded
1001558,1116007,100088,323,1003,fouls.won
1001559,1116009,100088,325,1004,fouls.conceded
1001560,1116214,100088,530,1005,fouls.won
1001561,1116359,100088,675,1006,fouls.conceded
1001562,1116477,100088,793,1007,fouls.won
1001563,1116520,100088,836,1008,fouls.won
1001564,1116580,100088,896,1009,fouls.won
1001565,1116646,100088,962,1010,fouls.won
1001566,1116692,100088,1008,1011,fouls.won
1001567,1116748,100088,1064,1012,fouls.conceded
1001568,1116830,100088,1146,1013,fouls.conceded
1001569,1116857,100088,1173,1014,fouls.won
1001570,1116880,100088,1196,1015,fouls.won
1001571,1116889,100088,1205,1016,fouls.conceded
1001572,1116968,100088,1284,1017,fouls.won
1001573,1117057,100088,1373,1018,fouls.won
1001574,1117122,100119,54,1001,fouls.conceded
1001575,1117143,100119,75,1002,fouls.won
1001576,1117206,100119,138,1003,fouls.won
1001577,1117454,100119,386,1004,fouls.won
1001578,1117501,100119,433,1005,fouls.won
1001579,1117556,100119,488,1006,fouls.won
1001580,1117580,100119,512,1007,fouls.won
1001581,1117764,100119,696,1008,fouls.won
1001582,1117767,100119,699,1009,fouls.conceded
1001583,1117914,100119,846,1010,fouls.won
1001584,1117945,100119,877,1011,fouls.won
1001585,1117988,100119,920,1012,fouls.won
1001586,1118123,100119,1055,1013,fouls.won
1001587,1118343,100119,1275,1014,fouls.won
1001588,1118410,100119,1342,1015,fouls.won
1001589,1118423,100119,1355,1016,fouls.won
1001590,1118430,100119,1362,1017,fouls.conceded
1001591,1118579,100037,144,1001,fouls.won
1001592,1118581,100037,146,1002,fouls.conceded
1001593,1118621,100037,186,1003,fouls.won
1001594,1118749,100037,314,1004,fouls.won
1001595,1118801,100037,366,1005,fouls.won
1001596,1118870,100037,435,1006,fouls.won
1001597,1118976,100037,541,1007,fouls.won
1001598,1119001,100037,566,1008,fouls.won
1001599,1119004,100037,569,1009,fouls.conceded
1001600,1119022,100037,587,1010,fouls.won
1001601,1119031,100037,596,1011,fouls.won
1001602,1119156,100037,721,1012,fouls.won
1001603,1119182,100037,747,1013,yellow.cards
1001604,1119272,100037,837,1014,fouls.won
1001605,1119402,100037,967,1015,fouls.won
1001606,1119486,100037,1051,1016,fouls.conceded
1001607,1119504,100037,1069,1017,fouls.won
1001608,1119614,100037,1179,1018,fouls.won
1001609,1119660,100037,1225,1019,fouls.won
1001610,1119668,100037,1233,1020,fouls.won
1001611,1119705,100037,1270,1021,fouls.won
1001612,1119710,100037,1275,1022,fouls.conceded
1001613,1119759,100037,1324,1023,fouls.won
1001614,1119760,100037,1325,1024,yellow.cards
1001615,1119783,100037,1348,1025,fouls.won
1001616,1119789,100037,1354,1026,fouls.conceded
1001617,1119850,100086,33,1001,fouls.won
1001618,1119929,100086,112,1002,fouls.won
1001619,1120308,100086,491,1003,fouls.won
1001620,1120348,100086,531,1004,fouls.conceded
1001621,1120489,100086,672,1005,fouls.conceded
1001622,1120509,100086,692,1006,fouls.won
1001623,1120571,100086,754,1007,fouls.conceded
1001624,1120646,100086,829,1008,fouls.won
1001625,1120701,100086,884,1009,penalties.won
1001626,1120720,100086,903,1010,fouls.won
1001627,1120743,100086,926,1011,fouls.won
1001628,1120764,100086,947,1012,fouls.won
1001629,1120776,100086,959,1013,fouls.won
1001630,1120796,100086,979,1014,fouls.won
1001631,1120861,100086,1044,1015,fouls.won
1001632,1120979,100086,1162,1016,fouls.conceded
1001633,1121153,100086,1336,1017,fouls.conceded
1001634,1121276,100086,1459,1018,fouls.conceded
1001635,1121603,100067,278,1001,fouls.won
1001636,1121677,100067,352,1002,fouls.won
1001637,1121726,100067,401,1003,fouls.won
1001638,1121937,100067,612,1004,fouls.won
1001639,1121942,100067,617,1005,fouls.won
1001640,1121959,100067,634,1006,fouls.won
1001641,1122008,100067,683,1007,fouls.conceded
1001642,1122065,100067,740,1008,fouls.won
1001643,1122309,100067,984,1009,fouls.won
1001644,1122456,100067,1131,1010,fouls.won
1001645,1122577,100067,1252,1011,fouls.won
1001646,1122614,100067,1289,1012,fouls.won
1001647,1122621,100067,1296,1013,fouls.won
1001648,1122670,100067,1345,1014,fouls.won
1001649,1122732,100067,1407,1015,fouls.conceded
1001650,1122903,100102,158,1001,fouls.conceded
1001651,1123084,100102,339,1002,fouls.conceded
1001652,1123227,100102,482,1003,fouls.won
1001653,1123250,100102,505,1004,fouls.won
1001654,1123283,100102,538,1005,fouls.won
1001655,1123408,100102,663,1006,fouls.won
1001656,1123428,100102,683,1007,fouls.conceded
1001657,1123455,100102,710,1008,fouls.won
1001658,1123474,100102,729,1009,fouls.won
1001659,1123508,100102,763,1010,fouls.won
1001660,1123673,100102,928,1011,fouls.won
1001661,1123763,100102,1018,1012,fouls.won
1001662,1123801,100102,1056,1013,fouls.conceded
1001663,1123809,100102,1064,1014,fouls.won
1001664,1123858,100102,1113,1015,fouls.won
1001665,1123913,100102,1168,1016,fouls.won
1001666,1124044,100102,1299,1017,fouls.won
1001667,1124071,100102,1326,1018,fouls.won
1001668,1124073,100102,1328,1019,fouls.conceded
1001669,1124261,100061,163,1001,fouls.won
1001670,1124372,100061,274,1002,fouls.conceded
1001671,1124447,100061,349,1003,fouls.won
1001672,1124451,100061,353,1004,fouls.conceded
1001673,1124482,100061,384,1005,fouls.won
1001674,1124551,100061,453,1006,fouls.won
1001675,1124618,100061,520,1007,fouls.won
1001676,1124711,100061,613,1008,fouls.won
1001677,1124729,100061,631,1009,fouls.won
1001678,1124778,100061,680,1010,fouls.won
1001679,1124938,100061,840,1011,yellow.cards
1001680,1124948,100061,850,1012,fouls.won
1001681,1124948,100061,850,1013,yellow.cards
1001682,1124949,100061,851,1014,fouls.won
1001683,1125081,100061,983,1015,fouls.won
1001684,1125099,100061,1001,1016,fouls.won
1001685,1125117,100061,1019,1017,fouls.won
1001686,1125122,100061,1024,1018,fouls.conceded
1001687,1125128,100061,1030,1019,fouls.won
1001688,1125178,100061,1080,1020,fouls.conceded
1001689,1125184,100061,1086,1021,fouls.won
1001690,1125211,100061,1113,1022,fouls.won
1001691,1125241,100061,1143,1023,fouls.won
1001692,1125298,100061,1200,1024,fouls.won
1001693,1125330,100061,1232,1025,fouls.won
1001694,1125401,100125,58,1001,fouls.won
1001695,1125445,100125,102,1002,fouls.won
1001696,1125738,100125,395,1003,penalties.won
1001697,1125753,100125,410,1004,fouls.won
1001698,1125770,100125,427,1005,fouls.won
1001699,1125825,100125,482,1006,fouls.conceded
1001700,1125949,100125,606,1007,fouls.won
1001701,1125982,100125,639,1008,fouls.won
1001702,1126099,100125,756,1009,fouls.won
1001703,1126197,100125,854,1010,fouls.won
1001704,1126209,100125,866,1011,fouls.won
1001705,1126233,100125,890,1012,fouls.conceded
1001706,1126272,100125,929,1013,fouls.conceded
1001707,1126510,100125,1167,1014,fouls.won
1001708,1126533,100125,1190,1015,fouls.won
1001709,1126566,100125,1223,1016,fouls.won
1001710,1126608,100125,1265,1017,fouls.won
1001711,1126621,100125,1278,1018,fouls.won
1001712,1126627,100125,1284,1019,fouls.conceded
1001713,1126674,100125,1331,1020,fouls.won
1001714,1126745,100135,53,1001,fouls.won
1001715,1126754,100135,62,1002,fouls.won
1001716,1126942,100135,250,1003,fouls.won
1001717,1127040,100135,348,1004,fouls.won
1001718,1127126,100135,434,1005,fouls.won
1001719,1127137,100135,445,1006,fouls.conceded
1001720,1127179,100135,487,1007,fouls.won
1001721,1127192,100135,500,1008,fouls.won
1001722,1127326,100135,634,1009,fouls.won
1001723,1127344,100135,652,1010,fouls.won
1001724,1127371,100135,679,1011,fouls.won
1001725,1127393,100135,701,1012,fouls.won
1001726,1127548,100135,856,1013,fouls.conceded
1001727,1127584,100135,892,1014,fouls.won
1001728,1127588,100135,896,1015,fouls.won
1001729,1127622,100135,930,1016,fouls.won
1001730,1127652,100135,960,1017,fouls.won
1001731,1127731,100135,1039,1018,fouls.won
1001732,1128058,100135,1366,1019,fouls.won
1001733,1128176,100135,1484,1020,fouls.won
1001734,1128316,100135,1624,1021,fouls.conceded
1001735,1128417,100054,69,1001,fouls.won
1001736,1128597,100054,249,1002,fouls.won
1001737,1128618,100054,270,1003,fouls.won
1001738,1128623,100054,275,1004,fouls.won
1001739,1128995,100054,647,1005,fouls.won
1001740,1129078,100054,730,1006,fouls.won
1001741,1129106,100054,758,1007,fouls.won
1001742,1129205,100054,857,1008,fouls.conceded
1001743,1129285,100054,937,1009,fouls.won
1001744,1129350,100054,1002,1010,fouls.won
1001745,1129424,100054,1076,1011,fouls.won
1001746,1129536,100054,1188,1012,fouls.won
1001747,1129563,100054,1215,1013,fouls.won
1001748,1129733,100054,1385,1014,fouls.won
1001749,1129778,100054,1430,1015,fouls.won
1001750,1129930,100111,117,1001,fouls.won
1001751,1130517,100111,704,1002,fouls.conceded
1001752,1130627,100111,814,1003,fouls.conceded
1001753,1130650,100111,837,1004,fouls.conceded
1001754,1130695,100111,882,1005,fouls.won
1001755,1130783,100111,970,1006,fouls.won
1001756,1131058,100111,1245,1007,fouls.won
1001757,1131072,100111,1259,1008,fouls.conceded
1001758,1131221,100111,1408,1009,fouls.won
1001759,1131237,100111,1424,1010,fouls.won
1001760,1131500,100069,250,1001,fouls.won
1001761,1131567,100069,317,1002,fouls.conceded
1001762,1131668,100069,418,1003,fouls.won
1001763,1131784,100069,534,1004,fouls.conceded
1001764,1131921,100069,671,1005,fouls.won
1001765,1132101,100069,851,1006,fouls.won
1001766,1132111,100069,861,1007,fouls.won
1001767,1132181,100069,931,1008,fouls.won
1001768,1132230,100069,980,1009,fouls.won
1001769,1132246,100069,996,1010,fouls.won
1001770,1132379,100069,1129,1011,fouls.conceded
1001771,1132398,100069,1148,1012,fouls.won
1001772,1132429,100069,1179,1013,fouls.won
1001773,1132445,100069,1195,1014,fouls.won
1001774,1132487,100069,1237,1015,fouls.won
1001775,1132498,100069,1248,1016,fouls.conceded
1001776,1132541,100069,1291,1017,fouls.won
1001777,1132546,100069,1296,1018,fouls.won
1001778,1132559,100069,1309,1019,fouls.conceded
1001779,1132618,100090,18,1001,fouls.won
1001780,1132729,100090,129,1002,fouls.won
1001781,1132733,100090,133,1003,fouls.conceded
1001782,1132736,100090,136,1004,fouls.won
1001783,1132764,100090,164,1005,fouls.won
1001784,1133068,100090,468,1006,fouls.won
1001785,1133077,100090,477,1007,fouls.won
1001786,1133111,100090,511,1008,fouls.conceded
1001787,1133128,100090,528,1009,fouls.won
1001788,1133155,100090,555,1010,fouls.won
1001789,1133211,100090,611,1011,fouls.conceded
1001790,1133374,100090,774,1012,fouls.won
1001791,1133393,100090,793,1013,fouls.won
1001792,1133458,100090,858,1014,fouls.won
1001793,1133486,100090,886,1015,fouls.won
1001794,1133507,100090,907,1016,fouls.won
1001795,1133523,100090,923,1017,fouls.won
1001796,1133578,100090,978,1018,fouls.won
1001797,1133587,100090,987,1019,fouls.won
1001798,1133651,100090,1051,1020,fouls.won
1001799,1133655,100090,1055,1021,fouls.conceded
1001800,1133708,100090,1108,1022,fouls.conceded
1001801,1133854,100090,1254,1023,fouls.won
1001802,1133876,100090,1276,1024,fouls.won
1001803,1133928,100090,1328,1025,fouls.won
1001804,1133928,100090,1328,1026,fouls.conceded
1001805,1133928,100090,1328,1027,yellow.cards
1001806,1133949,100123,12,1001,fouls.won
1001807,1134077,100123,140,1002,fouls.won
1001808,1134154,100123,217,1003,fouls.won
1001809,1134177,100123,240,1004,fouls.conceded
1001810,1134216,100123,279,1005,fouls.won
1001811,1134276,100123,339,1006,fouls.won
1001812,1134399,100123,462,1007,fouls.won
1001813,1134457,100123,520,1008,fouls.conceded
1001814,1134515,100123,578,1009,fouls.won
1001815,1134595,100123,658,1010,fouls.won
1001816,1134728,100123,791,1011,fouls.won
1001817,1134877,100123,940,1012,fouls.won
1001818,1134882,100123,945,1013,fouls.won
1001819,1134955,100123,1018,1014,fouls.won
1001820,1134959,100123,1022,1015,fouls.won
1001821,1134988,100123,1051,1016,fouls.won
1001822,1134998,100123,1061,1017,fouls.won
1001823,1135156,100123,1219,1018,fouls.won
1001824,1135278,100123,1341,1019,fouls.won
1001825,1135320,100123,1383,1020,fouls.won
1001826,1135322,100123,1385,1021,fouls.won
1001827,1135338,100123,1401,1022,fouls.won
1001828,1135602,100132,207,1001,fouls.conceded
1001829,1135701,100132,306,1002,fouls.conceded
1001830,1135777,100132,382,1003,fouls.conceded
1001831,1135793,100132,398,1004,fouls.conceded
